0,1
you,xxx
<s>,you
you,got
<s>,you
you,get
see,you
you,<\s>
<s>,i
i,come
<s>,i
i,come
build,it
it,here
done,it
it,<\s>
done,it
it,<\s>
post,it
it,in
<s>,i
i,sitting
<s>,i
i,need
break,it
it,up
smack,it
it,<\s>
<s>,we
we,look
for,you
you,<\s>
there,we
we,go
there,we
we,go
do,you
you,want
feed,you
you,<\s>
there,you
you,go
wipe,it
it,up
<s>,you
you,want
<s>,i
i,wanna
there,it
it,is
<s>,you
you,got
there,it
it,is
there,it
it,is
there,it
it,is
there,it
it,is
there,you
you,go
have,you
you,got
cuddle,me
me,<\s>
holding,it
it,<\s>
no,it
it,isn't
<s>,i
i,get
no,it
it,isn't
no,it
it,isn't
<s>,you
you,fit
a,you
you,go
put,it
it,on
<s>,you
you,have
<s>,you
you,gonna
no,it
it,isn't
<s>,i
i,sleep
<s>,i
i,go
there,you
you,go
put,it
it,a
turn,it
it,about
<s>,i
i,xxx
<s>,i
i,want
and,you
you,had
<s>,i
i,want
<s>,i
i,want
get,it
it,somebody's
no,it
it,isn't
<s>,you
you,got
<s>,i
i,sit
<s>,you
you,one
<s>,you
you,one
tip,it
it,out
find,it
it,<\s>
<s>,i
i,go
<s>,i
i,want
<s>,i
i,a
take,her
her,home
take,her
her,home
take,her
her,home
no,it
it,isn't
<s>,i
i,drive
<s>,i
i,going
<s>,i
i,want
carry,me
me,<\s>
carry,me
me,<\s>
do,it
it,again
do,it
it,again
do,it
it,again
put,it
it,away
<s>,i
i,want
leave,it
it,down
<s>,we
we,run
<s>,he
he,nes
on,me
me,the
<s>,it
it,isn't
<s>,it
it,isn't
<s>,it
it,isn't
is,she
she,in
move,it
it,in
here,it
it,is
are,you
you,<\s>
are,you
you,<\s>
are,you
you,<\s>
<s>,it
it,isn't
<s>,it
it,isn't
<s>,it
it,xxx
pass,it
it,up
cover,me
me,up
cover,me
me,up
want,it
it,<\s>
there,it
it,is
<s>,me
me,read
read,it
it,<\s>
put,it
it,up
read,it
it,<\s>
read,it
it,to
read,it
it,to
tear,it
it,<\s>
open,it
it,out
there,you
you,go
<s>,you
you,can
yes,you
you,can
<s>,i
i,see
blow,it
it,out
blow,it
it,out
bring,it
it,last
bring,it
it,last
<s>,i
i,bring
bring,it
it,<\s>
painting,it
it,<\s>
xxx,it
it,<\s>
<s>,it
it,isn't
there,you
you,go
<s>,he
he,come
here,you
you,are
<s>,i
i,can't
do,it
it,<\s>
<s>,you
you,coming
there,you
you,go
cover,me
me,up
cover,me
me,up
hide,me
me,away
hide,me
me,away
<s>,you
you,hide
hide,me
me,under
wrap,me
me,up
wrap,me
me,up
leave,me
me,<\s>
wrap,me
me,up
do,it
it,nicely
do,it
it,nicely
wrap,me
me,up
wrap,me
me,up
wrap,me
me,up
hide,you
you,<\s>
yous,you
you,hide
hide,you
you,<\s>
<s>,i
i,tickle
tickle,you
you,<\s>
hide,you
you,away
hide,you
you,<\s>
hide,you
you,away
there,you
you,go
eating,it
it,<\s>
there,you
you,go
<s>,you
you,having
<s>,you
you,<\s>
<s>,you
you,having
<s>,i
i,want
want,it
it,<\s>
throw,it
it,in
<s>,it
it,isn't
there,you
you,go
throw,it
it,in
<s>,you
you,you
you,want
want,it
it,<\s>
<s>,you
you,want
<s>,i
i,got
want,it
it,<\s>
to,you
you,<\s>
do,it
it,<\s>
on,you
you,<\s>
get,me
me,down
on,you
you,<\s>
on,you
you,<\s>
do,it
it,again
of,you
you,<\s>
of,you
you,<\s>
take,it
it,away
<s>,it
it,umbrella
<s>,it
it,isn't
<s>,you
you,get
here,you
you,go
<s>,me
me,get
<s>,you
you,get
<s>,you
you,get
<s>,you
you,<\s>
rub,it
it,<\s>
where's,it
it,gone
<s>,it
it,gone
<s>,it
it,isn't
<s>,she
she,coming
coming,me
me,<\s>
cover,me
me,up
cover,me
me,up
put,it
it,xxx
put,it
it,on
put,it
it,on
put,it
it,on
put,it
it,on
put,it
it,on
<s>,you
you,put
put,it
it,on
<s>,you
you,put
put,it
it,on
put,it
it,on
put,it
it,on
put,it
it,on
on,it
it,<\s>
eat,it
it,<\s>
eat,it
it,<\s>
yes,you
you,eat
eat,it
it,<\s>
put,it
it,on
put,it
it,on
do,it
it,<\s>
<s>,i
i,can't
put,it
it,on
put,it
it,on
put,it
it,on
put,it
it,on
put,it
it,on
<s>,i
i,get
up,me
me,<\s>
<s>,i
i,want
<s>,it
it,isn't
<s>,it
it,isn't
cuddle,me
me,<\s>
leave,him
him,there
<s>,you
you,sleep
where,it
it,is
throw,him
him,back
<s>,i
i,can't
do,it
it,<\s>
mend,it
it,<\s>
mend,it
it,<\s>
<s>,i
i,mend
mend,it
it,<\s>
<s>,i
i,want
do,it
it,<\s>
done,it
it,<\s>
oh,it
it,isn't
there,it
it,is
there,it
it,is
<s>,i
i,can't
do,it
it,<\s>
do,it
it,<\s>
where's,it
it,go
where's,it
it,go
<s>,i
i,find
find,you
you,a
put,it
it,back
<s>,i
i,found
no,it
it,isn't
there,you
you,go
do,it
it,<\s>
<s>,i
i,can't
do,it
it,<\s>
get,it
it,out
leave,it
it,on
<s>,i
i,snoozing
do,it
it,<\s>
there,it
it,is
touch,it
it,<\s>
touch,it
it,<\s>
putting,them
them,back
<s>,i
i,can't
do,it
it,<\s>
<s>,it
it,isn't
put,it
it,back
do,it
it,<\s>
make,you
you,cry
move,it
it,<\s>
move,it
it,my
<s>,she
she,says
where's,her
her,clothes
where's,her
her,bibbie
here,it
it,is
on,him
him,<\s>
get,it
it,out
<s>,you
you,read
can,you
you,read
xxx,you
you,read
read,it
it,again
spill,it
it,<\s>
read,it
it,again
<s>,it
it,bang
<s>,i
i,like
move,it
it,back
<s>,i
i,sleeping
sort,it
it,out
bought,them
them,at
do,it
it,<\s>
put,it
it,down
read,it
it,to
to,me
me,<\s>
take,them
them,off
put,it
it,on
<s>,i
i,picked
here,it
it,is
<s>,i
i,color
there,you
you,go
<s>,he
he,going
<s>,i
i,playing
are,you
you,<\s>
are,you
you,<\s>
<s>,them
them,cows
there,we
we,go
about,you
you,<\s>
there,he
he,is
there,you
you,go
can,i
i,carry
here,you
you,are
there,you
you,go
<s>,you
you,sit
<s>,they
they,sitting
where've,they
they,gone
<s>,they
they,in
<s>,they
they,going
not,you
you,<\s>
<s>,they
they,stand
there,we
we,go
<s>,i
i,want
are,you
you,getting
<s>,you
you,sit
<s>,he
he,go
<s>,they
they,wanna
<s>,it
it,broken
<s>,it
it,will
<s>,i
i,can't
<s>,i
i,lost
lost,you
you,<\s>
are,you
you,alright
take,you
you,home
can,i
i,put
<s>,i
i,leave
can,we
we,both
<s>,i
i,have
shall,we
we,get
can,you
you,<\s>
<s>,i
i,want
open,it
it,<\s>
<s>,it
it,isn't
<s>,i
i,lost
lost,them
them,<\s>
get,me
me,out
get,me
me,out
<s>,i
i,am
<s>,i
i,am
<s>,i
i,am
put,it
it,on
<s>,i
i,wanna
<s>,i
i,wanna
<s>,i
i,want
<s>,i
i,need
<s>,i
i,need
do,it
it,<\s>
got,it
it,wrong
got,it
it,wrong
<s>,i
i,got
<s>,it
it,not
<s>,it
it,stuck
<s>,i
i,can't
do,it
it,<\s>
done,it
it,<\s>
<s>,she
she,not
got,it
it,wrong
<s>,i
i,going
there,we
we,go
got,it
it,on
on,her
her,nose
<s>,you
you,got
<s>,her
her,poorly
where's,i
i,sitting
<s>,i
i,not
<s>,i
i,like
what,you
you,like
<s>,you
you,like
shall,i
i,have
<s>,i
i,like
<s>,i
i,got
there,you
you,go
there,you
you,go
what,you
you,like
are,you
you,have
are,you
you,have
<s>,i
i,get
is,it
it,<\s>
lift,it
it,out
where's,he
he,gone
<s>,they
they,going
tip,it
it,out
put,it
it,on
put,it
it,on
<s>,it
it,is
off,we
we,go
<s>,i
i,would
<s>,you
you,got
where's,it
it,gone
where's,it
it,<\s>
what's,he
he,doing
<s>,i
i,don't
<s>,i
i,wanna
<s>,i
i,wanna
are,you
you,<\s>
tip,it
it,out
<s>,i
i,going
off,we
we,go
are,you
you,going
<s>,you
you,were
<s>,you
you,<\s>
<s>,they
they,are
<s>,they
they,not
<s>,i
i,can't
<s>,i
i,coming
<s>,we
we,not
push,me
me,<\s>
push,me
me,<\s>
<s>,i
i,going
<s>,we
we,going
<s>,it
it,me
it,me
me,making
<s>,it
it,making
<s>,i
i,got
<s>,i
i,get
<s>,i
i,had
<s>,i
i,go
<s>,i
i,am
put,it
it,on
<s>,i
i,can't
<s>,i
i,can't
<s>,i
i,can't
put,it
it,on
<s>,i
i,am
<s>,it
it,isn't
<s>,it
it,isn't
<s>,it
it,isn't
spit,it
it,out
<s>,i
i,not
do,you
you,like
<s>,they
they,eat
are,you
you,doing
<s>,you
you,need
<s>,they
they,going
<s>,they
they,go
put,it
it,up
um,they
they,mine's
<s>,i
i,got
<s>,he
he,fall
<s>,they
they,are
<s>,they
they,coming
<s>,you
you,coming
<s>,they
they,going
because,they
they,are
on,them
them,animals
<s>,i
i,got
<s>,i
i,have
<s>,you
you,like
here,we
we,go
are,you
you,a
are,you
you,are
are,you
you,mummy
are,you
you,mummie
are,you
you,are
are,you
you,a
are,you
you,a
there,we
we,go
with,you
you,and
there,you
you,go
are,you
you,coming
perhaps,you
you,going
<s>,i
i,going
leave,it
it,in
leave,it
it,<\s>
take,it
it,out_of
<s>,you
you,go
are,they
they,coming
<s>,you
you,get
<s>,she
she,got
<s>,she
she,got
<s>,she
she,weed
<s>,she
she,gone
<s>,we
we,take
take,them
them,off
put,them
them,in
wash,her
her,pants
got,her
her,pants
<s>,they
they,not
<s>,i
i,am
put,her
her,clothes
put,it
it,on
there,you
you,go
put,her
her,xxx
done,it
it,<\s>
dry,her
her,<\s>
dry,you
you,<\s>
<s>,i
i,not
wash,it
it,<\s>
can,i
i,take
get,it
it,in
at,me
me,<\s>
<s>,i
i,can't
on,it
it,<\s>
<s>,i
i,take
<s>,i
i,just
<s>,we
we,are
there,you
you,go
<s>,her
her,pants
<s>,we
we,are
<s>,we
we,are
is,it
it,<\s>
<s>,we
we,have
hold,them
them,<\s>
let,me
me,get
<s>,i
i,have
done,it
it,<\s>
<s>,i
i,am
<s>,i
i,have
<s>,you
you,like
are,you
you,caroline
what,me
me,like
let,me
me,out
let,me
me,out
take,it
it,home
put,it
it,in
<s>,i
i,sit
on,it
it,<\s>
<s>,i
i,can't
find,it
it,<\s>
are,you
you,<\s>
are,you
you,<\s>
are,you
you,<\s>
that's,it
it,<\s>
<s>,i
i,wanted
put,it
it,on
hold,her
her,<\s>
there,you
you,go
<s>,i
i,take
on,her
her,hair
here,you
you,are
here,you
you,are
here,you
you,are
there,you
you,go
<s>,i
i,want
want,it
it,<\s>
see,it
it,<\s>
watch,it
it,with
<s>,they
they,drop
<s>,i
i,wanna
put,it
it,on
<s>,i
i,wanna
there,we
we,go
<s>,i
i,want
<s>,i
i,think
<s>,i
i,am
with,you
you,<\s>
<s>,you
you,like
would,you
you,like
<s>,i
i,want
<s>,i
i,want
want,it
it,<\s>
what're,you
you,doing
<s>,you
you,go
getting,it
it,out
get,it
it,out_of
are,you
you,<\s>
<s>,i
i,hafta
for,you
you,<\s>
for,you
you,frog
<s>,i
i,have
not,you
you,<\s>
<s>,you
you,go
<s>,i
i,want
<s>,i
i,want
<s>,you
you,read
read,it
it,<\s>
<s>,we
we,read
<s>,i
i,cut
cut,it
it,up
open,it
it,<\s>
are,you
you,doing
want,you
you,get
<s>,they
they,are
<s>,you
you,make
<s>,i
i,want
put,it
it,on
there,it
it,is
<s>,you
you,come
<s>,you
you,sit
<s>,you
you,do
do,her
her,buttons
<s>,i
i,want
<s>,i
i,need
push,you
you,over
<s>,i
i,have
<s>,i
i,have
<s>,you
you,have
<s>,you
you,eat
eat,it
it,all
aren't,you
you,<\s>
there,you
you,go
have,you
you,got
have,you
you,got
<s>,i
i,want
is,it
it,all_gone
<s>,you
you,stay
turn,it
it,over
put,it
it,on
<s>,i
i,am
putting,it
it,on
excuse,me
me,<\s>
where's,it
it,gone
is,it
it,now
<s>,it
it,caitlin's
<s>,i
i,do
do,it
it,<\s>
<s>,they
they,be
<s>,they
they,should
there,you
you,go
do,you
you,want
get,it
it,out
<s>,i
i,have
take,it
it,off
take,them
them,off
<s>,i
i,take
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
there,you
you,go
<s>,we
we,make
<s>,you
you,get
<s>,they
they,are
<s>,they
they,go
does,it
it,go
<s>,it
it,goes
can,i
i,tidy
keep,it
it,put
put,it
it,in
<s>,he
he,go
off,he
he,goes
<s>,i
i,want
<s>,i
i,see
<s>,i
i,wanna
<s>,i
i,wanna
<s>,we
we,play
want,it
it,<\s>
<s>,i
i,got
<s>,i
i,want
want,i
i,xxx
not,it
it,<\s>
<s>,i
i,need
where's,it
it,gone
where's,it
it,gone
at,them
them,<\s>
<s>,i
i,want
get,them
them,now
<s>,i
i,want
<s>,me
me,wanna
do,it
it,<\s>
<s>,you
you,you
you,leave
on,her
her,one
push,it
it,on
<s>,i
i,have
read,it
it,<\s>
read,it
it,please
<s>,he
he,having
<s>,he
he,can't
wants,her
her,her
her,puppys
taken,them
them,<\s>
<s>,he
he,did
on,him
him,<\s>
on,him
him,<\s>
<s>,they
they,xxx
<s>,i
i,haven't
<s>,he
he,he
he,like
<s>,it
it,not
in,it
it,<\s>
there,it
it,is
<s>,he
he,brought
<s>,he
he,brought
<s>,i
i,have
<s>,i
i,saw
<s>,i
i,like
<s>,i
i,would
<s>,i
i,come
put,it
it,in
<s>,i
i,know
in,it
it,<\s>
<s>,i
i,want
<s>,they
they,wake
<s>,they
they,cry
<s>,i
i,am
<s>,i
i,am
<s>,you
you,push
<s>,her
her,cry
drink,it
it,on
drink,it
it,on
drink,it
it,on
<s>,you
you,need
need,it
it,<\s>
in,it
it,<\s>
<s>,you
you,can't
eat,it
it,<\s>
get,it
it,out
<s>,you
you,have
<s>,you
you,can't
get,it
it,<\s>
<s>,you
you,can't
<s>,you
you,make
<s>,you
you,go
put,you
you,bed
<s>,you
you,not
<s>,you
you,xxx
<s>,i
i,am
<s>,me
me,do
<s>,i
i,want
<s>,i
i,want
<s>,i
i,puts
puts,her
her,hat
put,her
her,thing
<s>,i
i,put
<s>,you
you,are
<s>,i
i,put
<s>,i
i,get
<s>,you
you,mend
mend,it
it,<\s>
mend,it
it,<\s>
mend,it
it,<\s>
break,it
it,<\s>
break,it
it,<\s>
break,it
it,<\s>
<s>,i
i,am
um,i
i,i
i,mummie
<s>,you
you,<\s>
<s>,you
you,you
you,are
and,i
i,you
i,you
you,santa
let,me
me,go
mend,it
it,<\s>
mend,it
it,<\s>
putting,they
they,all
all,they
they,this
<s>,i
i,can't
find,you
you,baby
find,him
him,<\s>
find,him
him,<\s>
<s>,me
me,am
<s>,i
i,am
put,him
him,in
<s>,they
they,are
<s>,me
me,wanna
<s>,i
i,needta
<s>,i
i,want
<s>,i
i,no
<s>,i
i,wanna
<s>,i
i,have
<s>,i
i,want
<s>,i
i,want
<s>,i
i,am
<s>,i
i,am
<s>,me
me,wanna
<s>,i
i,have
<s>,you
you,you
you,do
<s>,you
you,do
<s>,he
he,need
<s>,you
you,do
do,it
it,<\s>
<s>,i
i,can't
get,it
it,dry
get,it
it,dry
put,it
it,away
<s>,you
you,can
done,it
it,<\s>
<s>,i
i,want
<s>,i
i,am
touching,them
them,<\s>
<s>,i
i,am
<s>,i
i,can
press,it
it,down
oh,me
me,put
<s>,me
me,put
<s>,i
i,lost
<s>,i
i,lost
<s>,you
you,<\s>
<s>,you
you,<\s>
<s>,you
you,<\s>
<s>,me
me,have
<s>,i
i,lost
lost,it
it,<\s>
<s>,he
he,not
turn,it
it,round
<s>,i
i,want
want,me
me,baby
<s>,i
i,go
find,her
her,<\s>
find,her
her,<\s>
<s>,i
i,not
<s>,i
i,want
<s>,i
i,want
<s>,he
he,got
<s>,i
i,see
on,you
you,<\s>
here,you
you,go
put,it
it,just
<s>,me
me,<\s>
shall,we
we,put
make,it
it,bright
<s>,you
you,put
did,you
you,put
that's,it
it,<\s>
<s>,it
it,party
<s>,it
it,party
<s>,you
you,sit
<s>,me
me,and
where,me
me,sit
<s>,i
i,ready
<s>,it
it,is
about,me
me,<\s>
<s>,i
i,am
<s>,i
i,sit
sit,her
her,um
can,you
you,get
<s>,i
i,gonna
<s>,you
you,put
<s>,i
i,move
give,me
me,one
<s>,it
it,bedtime
are,you
you,<\s>
<s>,they
they,are
<s>,i
i,have
<s>,you
you,just
<s>,i
i,have
<s>,i
i,need
for,me
me,<\s>
<s>,me
me,that
<s>,i
i,needta
<s>,i
i,need
<s>,we
we,read
shall,we
we,read
<s>,you
you,get
<s>,you
you,get
<s>,it
it,coming
can,you
you,help
help,me
me,now
<s>,i
i,stand
have,they
they,gone
here,they
they,are
here,it
it,is
<s>,you
you,hold
there,it
it,is
<s>,it
it,hasn't
<s>,it
it,not
put,it
it,in
there,it
it,is
can,we
we,take
take,them
them,all
take,them
them,all
<s>,it
it,poo
change,you
you,<\s>
take,her
her,ribbon
on,her
her,ribbon
<s>,we
we,clean
get,it
it,upstairs
done,it
it,<\s>
wash,her
her,bottom
on,it
it,<\s>
need,it
it,<\s>
done,it
it,<\s>
wipe,it
it,<\s>
here,you
you,go
get,me
me,this
<s>,we
we,need
here,you
you,go
here,you
you,go
park,it
it,<\s>
park,it
it,<\s>
<s>,me
me,mend
mend,it
it,<\s>
broken,it
it,<\s>
bring,it
it,<\s>
there,it
it,is
mend,it
it,<\s>
mend,it
it,<\s>
do,it
it,<\s>
do,it
it,<\s>
<s>,you
you,<\s>
<s>,i
i,sit
<s>,i
i,sit
here,it
it,is
here,it
it,is
um,he
he,was
<s>,it
it,pongo
<s>,it
it,called
<s>,it
it,called
<s>,they
they,are
got,it
it,<\s>
<s>,you
you,sleep
done,it
it,<\s>
<s>,i
i,wanna
read,it
it,<\s>
seen,it
it,<\s>
<s>,i
i,just
<s>,i
i,want
<s>,me
me,mummy
<s>,me
me,me
me,me
me,mummy
<s>,you
you,are
wake,her
her,up
<s>,you
you,read
read,it
it,<\s>
read,it
it,<\s>
<s>,you
you,<\s>
<s>,you
you,read
read,it
it,<\s>
<s>,they
they,are
is,it
it,end
<s>,they
they,move
