0,1
<s>,i
i,drop
drop,it
it,xxx
<s>,i
i,like
like,it
it,<\s>
like,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
where,me
me,toast
where,me
me,toast
<s>,i
i,like
like,it
it,<\s>
like,it
it,<\s>
<s>,i
i,feel
there,it
it,is
there,it
it,is
there,it
it,is
leave,it
it,<\s>
leave,it
it,<\s>
leave,it
it,<\s>
<s>,i
i,need
<s>,i
i,need
need,it
it,<\s>
<s>,i
i,need
need,it
it,<\s>
leave,it
it,<\s>
leave,it
it,<\s>
leave,it
it,<\s>
leave,it
it,<\s>
leave,it
it,alone
leave,it
it,<\s>
leave,it
it,a
leave,it
it,alone
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
what's,it
it,<\s>
take,it
it,out
take,it
it,out
<s>,i
i,fall
<s>,i
i,fall
<s>,i
i,want
want,it
it,hug
put,it
it,back
change,you
you,<\s>
change,you
you,<\s>
move,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,coffee
<s>,i
i,coffee
<s>,i
i,coffee
<s>,i
i,coffee
<s>,i
i,coffee
<s>,i
i,wan
<s>,i
i,wan
<s>,i
i,wan
<s>,i
i,wan
got,it
it,on
wan,it
it,<\s>
<s>,i
i,wan
wan,it
it,<\s>
xxx,it
it,<\s>
tear,it
it,<\s>
tear,it
it,<\s>
is,it
it,<\s>
<s>,i
i,read
read,it
it,<\s>
read,it
it,<\s>
read,it
it,<\s>
read,it
it,<\s>
read,it
it,<\s>
put,it
it,back
got,it
it,in
got,it
it,in
got,it
it,<\s>
there,it
it,is
there,it
it,is
there,it
it,is
there,it
it,is
there,it
it,is
there,it
it,is
there,it
it,is
xxx,it
it,<\s>
there,it
it,is
<s>,i
i,get
get,it
it,<\s>
<s>,i
i,get
get,it
it,<\s>
<s>,i
i,get
get,it
it,<\s>
get,it
it,<\s>
get,it
it,<\s>
get,it
it,<\s>
get,it
it,<\s>
<s>,i
i,feeling
<s>,i
i,feeling
<s>,i
i,drawing
<s>,i
i,drawing
need,it
it,<\s>
<s>,i
i,washing
<s>,i
i,wan
watch,it
it,<\s>
<s>,i
i,want
<s>,i
i,wan
wan,it
it,<\s>
<s>,i
i,wan
wan,it
it,<\s>
wash,it
it,<\s>
like,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
peel,it
it,<\s>
<s>,i
i,want
<s>,it
it,hurt
<s>,i
i,want
<s>,i
i,need
<s>,i
i,need
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,can't
<s>,i
i,can't
<s>,i
i,want
<s>,i
i,got
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,need
need,it
it,<\s>
<s>,i
i,need
<s>,i
i,need
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,need
put,it
it,on
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
cups,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
<s>,i
i,don't
like,it
it,<\s>
like,it
it,<\s>
<s>,i
i,want
at,it
it,<\s>
at,it
it,<\s>
read,it
it,<\s>
<s>,i
i,need
<s>,i
i,get
get,it
it,egg
<s>,i
i,get
get,it
it,egg
take,it
it,out
take,it
it,out
read,it
it,<\s>
fix,it
it,<\s>
<s>,i
i,banging
put,them
them,in
<s>,them
them,in
<s>,i
i,get
is,it
it,<\s>
<s>,i
i,find
find,it
it,<\s>
<s>,i
i,xxx
where'd,it
it,go
going,it
it,<\s>
going,it
it,<\s>
bring,it
it,<\s>
bring,it
it,<\s>
goin,it
it,<\s>
<s>,i
i,slide
<s>,i
i,fall
<s>,i
i,fall
<s>,i
i,fall
<s>,i
i,fall
<s>,i
i,fall
<s>,i
i,fell
xxx,it
it,<\s>
<s>,i
i,want
<s>,i
i,fall
<s>,i
i,throwed
throwed,it
it,<\s>
<s>,i
i,fall
<s>,i
i,throwed
throwed,it
it,<\s>
<s>,i
i,throwed
throwed,it
it,<\s>
<s>,i
i,throwed
throwed,it
it,<\s>
<s>,i
i,fall
<s>,i
i,throwed
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,fall
<s>,i
i,fall
get,it
it,<\s>
<s>,he
he,<\s>
<s>,he
he,<\s>
<s>,i
i,playing
hold,it
it,<\s>
hold,it
it,down
<s>,i
i,don't
<s>,i
i,get
<s>,i
i,get
<s>,i
i,pushed
pushed,it
it,<\s>
pushed,it
it,<\s>
pushed,it
it,<\s>
pushed,it
it,<\s>
push,it
it,<\s>
<s>,i
i,reading
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,sit
<s>,i
i,sit
read,it
it,<\s>
<s>,i
i,singing
<s>,i
i,singing
<s>,i
i,singing
like,it
it,<\s>
is,it
it,hard
need,it
it,book
<s>,i
i,open
open,it
it,<\s>
open,it
it,<\s>
<s>,i
i,open
open,it
it,<\s>
<s>,i
i,have
<s>,i
i,have
take,it
it,out
<s>,i
i,singing
<s>,i
i,singing
<s>,i
i,dropped
get,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
<s>,i
i,want
<s>,i
i,like
like,it
it,<\s>
is,it
it,broke
is,it
it,fixed
<s>,i
i,throw
throw,it
it,<\s>
<s>,i
i,throw
throw,it
it,<\s>
<s>,i
i,throw
throw,it
it,<\s>
<s>,i
i,throw
throw,it
it,ice
drop,it
it,<\s>
drop,it
it,de
drop,it
it,ice
on,it
it,<\s>
in,it
it,<\s>
<s>,i
i,don't
<s>,me
me,too
<s>,me
me,too
<s>,me
me,too
is,it
it,eat
eat,it
it,up
in,it
it,<\s>
eat,it
it,up
eat,it
it,cheerios
on,it
it,<\s>
on,it
it,<\s>
on,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
<s>,it
it,sticky
<s>,i
i,reading
<s>,i
i,reading
<s>,i
i,reading
<s>,i
i,can't
do,it
it,<\s>
<s>,i
i,can't
do,it
it,<\s>
<s>,i
i,can't
do,it
it,<\s>
<s>,i
i,can't
do,it
it,<\s>
<s>,i
i,eating
behind,you
you,<\s>
behind,you
you,<\s>
<s>,i
i,drop
drop,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
want,i
i,want
want,i
i,want
is,it
it,raining
is,it
it,raining
watch,it
it,<\s>
<s>,i
i,fixing
<s>,i
i,fixing
<s>,i
i,fixing
<s>,i
i,fixing
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,want
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
off,it
it,<\s>
take,it
it,off
take,it
it,off
take,it
it,off
take,it
it,off
take,it
it,off
<s>,i
i,singing
<s>,i
i,sing
<s>,i
i,sing
leave,it
it,alone
where'd,it
it,go
where'd,it
it,go
where'd,it
it,go
where'd,it
it,go
is,it
it,gone
is,it
it,gone
is,it
it,going
is,he
he,going
is,he
he,going
is,he
he,going
is,he
he,going
<s>,i
i,close
did,it
it,go
did,it
it,go
did,it
it,go
<s>,i
i,find
<s>,i
i,find
take,it
it,<\s>
take,it
it,<\s>
take,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,find
<s>,i
i,find
<s>,i
i,find
throw,it
it,<\s>
<s>,i
i,throw
throw,it
it,<\s>
<s>,i
i,throw
throw,it
it,<\s>
<s>,i
i,throw
throw,it
it,<\s>
eat,them
them,<\s>
<s>,i
i,hit
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,can't
can,i
i,get
can,i
i,get
can,i
i,get
can,i
i,get
<s>,i
i,standing
<s>,i
i,lyinging
can,i
i,get
<s>,i
i,feel
<s>,i
i,get
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
like,it
it,<\s>
<s>,i
i,want
like,it
it,<\s>
like,it
it,<\s>
take,it
it,off
take,it
it,off
take,it
it,off
take,it
it,off
take,it
it,off
is,it
it,hot
turn,it
it,off
shuttinging,it
it,off
shuttinging,it
it,off
shuttinging,it
it,off
<s>,i
i,want
<s>,i
i,want
like,it
it,<\s>
like,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
like,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,can't
<s>,i
i,can't
<s>,i
i,want
<s>,i
i,want
climb,it
it,<\s>
climb,it
it,<\s>
climb,it
it,<\s>
climb,it
it,<\s>
climb,it
it,<\s>
<s>,i
i,find
find,it
it,<\s>
like,it
it,book
like,it
it,book
closed,it
it,<\s>
closed,it
it,<\s>
closed,it
it,<\s>
closed,it
it,<\s>
<s>,i
i,find
find,it
it,<\s>
<s>,i
i,find
find,it
it,<\s>
<s>,i
i,find
find,it
it,<\s>
<s>,i
i,find
find,it
it,<\s>
on,me
me,<\s>
is,it
it,white
is,it
it,red
is,it
it,red
throw,it
it,<\s>
<s>,i
i,throw
throw,it
it,<\s>
<s>,they
they,carrying
eat,it
it,<\s>
eat,it
it,ice
<s>,i
i,eated
eated,it
it,<\s>
<s>,i
i,eated
eated,it
it,<\s>
<s>,i
i,like
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
eat,it
it,<\s>
<s>,i
i,eat
eat,it
it,<\s>
<s>,i
i,eat
eat,it
it,<\s>
<s>,i
i,eat
eat,it
it,<\s>
<s>,i
i,eat
eat,it
it,<\s>
<s>,i
i,eat
eat,it
it,<\s>
enjoy,it
it,<\s>
enjoy,it
it,<\s>
enjoy,it
it,<\s>
eat,it
it,ice
eat,it
it,ice
in,it
it,<\s>
<s>,i
i,want
push,it
it,<\s>
move,it
it,over
move,it
it,over
<s>,i
i,find
find,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
take,it
it,off
take,it
it,off
<s>,you
you,eat
eat,it
it,mommy
<s>,i
i,like
like,it
it,<\s>
<s>,i
i,doed
doed,it
it,<\s>
<s>,i
i,liking
<s>,i
i,eating
<s>,i
i,don't
like,it
it,<\s>
take,it
it,take
take,it
it,<\s>
can,i
i,read
can,i
i,read
<s>,i
i,find
<s>,i
i,find
there,it
it,goes
pushing,me
me,<\s>
make,it
it,<\s>
kiss,it
it,<\s>
<s>,he
he,dropped
dropped,it
it,<\s>
<s>,he
he,dropped
dropped,it
it,<\s>
<s>,he
he,dropped
dropped,it
it,<\s>
<s>,he
he,dropped
dropped,it
it,<\s>
<s>,he
he,dropped
dropped,it
it,<\s>
<s>,he
he,dropped
dropped,it
it,<\s>
<s>,he
he,dropped
dropped,it
it,<\s>
<s>,he
he,dropped
dropped,it
it,<\s>
<s>,he
he,dropped
dropped,it
it,<\s>
<s>,he
he,dropped
dropped,it
it,<\s>
get,it
it,<\s>
give,me
me,<\s>
<s>,i
i,drink
drink,it
it,<\s>
<s>,i
i,drink
drink,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,cleaned
<s>,i
i,cleaned
cleaned,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
clean,it
it,up
want,it
it,<\s>
do,you
you,want
do,you
you,want
do,you
you,want
<s>,you
you,more
<s>,i
i,want
do,you
you,want
do,you
you,like
like,it
it,<\s>
yes,i
i,like
like,it
it,<\s>
<s>,you
you,like
like,it
it,<\s>
see,you
you,later
see,you
you,later
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
<s>,you
you,boo
<s>,you
you,boo
<s>,you
you,boo
<s>,you
you,boo
color,it
it,<\s>
<s>,i
i,finish
<s>,i
i,did
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,find
find,it
it,<\s>
<s>,i
i,find
find,it
it,<\s>
<s>,i
i,find
find,it
it,<\s>
<s>,i
i,drink
drink,it
it,up
drink,it
it,<\s>
drink,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
drink,it
it,<\s>
<s>,you
you,broke
broke,it
it,<\s>
<s>,you
you,push
push,it
it,<\s>
<s>,you
you,push
push,it
it,<\s>
<s>,you
you,push
push,it
it,daddy
push,it
it,down
<s>,i
i,did
did,it
it,<\s>
<s>,i
i,push
push,it
it,<\s>
<s>,i
i,did
did,it
it,<\s>
are,you
you,doing
are,you
you,doing
are,you
you,doing
put,it
it,on
put,it
it,on
like,it
it,<\s>
<s>,i
i,want
<s>,it
it,itches
pick,me
me,up
<s>,i
i,see
see,it
it,<\s>
<s>,i
i,see
see,it
it,<\s>
<s>,i
i,see
see,it
it,<\s>
open,it
it,<\s>
<s>,you
you,open
open,it
it,<\s>
<s>,you
you,open
open,it
it,<\s>
<s>,i
i,close
close,it
it,<\s>
<s>,i
i,snapped
snapped,it
it,<\s>
<s>,i
i,snapped
snapped,it
it,gammy
<s>,you
you,take
take,it
it,off
<s>,i
i,see
<s>,i
i,boo
<s>,i
i,bumped
<s>,i
i,kiss
kiss,it
it,<\s>
<s>,i
i,bumped
take,it
it,off
take,it
it,off
take,it
it,off
put,it
it,hair
<s>,you
you,do
<s>,you
you,do
<s>,you
you,do
<s>,you
you,do
like,it
it,<\s>
<s>,i
i,like
<s>,i
i,like
do,it
it,<\s>
<s>,you
you,close
close,it
it,<\s>
<s>,you
you,close
close,it
it,<\s>
<s>,you
you,put
push,it
it,<\s>
turn,it
it,off
turned,it
it,on
like,it
it,<\s>
<s>,i
i,put
put,it
it,on
put,it
it,on
put,it
it,on
<s>,i
i,put
put,it
it,on
<s>,i
i,put
put,it
it,on
put,it
it,on
like,it
it,<\s>
like,it
it,<\s>
<s>,you
you,sit
<s>,you
you,sit
<s>,you
you,sit
<s>,you
you,sit
<s>,you
you,sit
<s>,you
you,sit
<s>,you
you,sit
<s>,you
you,sit
<s>,you
you,sit
<s>,you
you,sit
<s>,you
you,sit
are,you
you,<\s>
are,you
you,<\s>
is,it
it,green
is,it
it,green
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
like,it
it,much
pick,me
me,up
pick,it
it,up
are,you
you,<\s>
are,you
you,<\s>
do,you
you,want
do,you
you,want
do,you
you,want
<s>,i
i,washing
<s>,you
you,wanna
wash,it
it,<\s>
wash,it
it,<\s>
wash,it
it,<\s>
<s>,you
you,wanna
wash,it
it,<\s>
<s>,i
i,washing
washing,it
it,<\s>
<s>,you
you,drink
<s>,you
you,drink
<s>,you
you,wait
<s>,you
you,sit
<s>,you
you,sit
wash,you
you,<\s>
washing,it
it,<\s>
<s>,you
you,read
<s>,you
you,read
<s>,you
you,read
<s>,you
you,lie
<s>,you
you,lie
drink,it
it,<\s>
<s>,i
i,wash
wash,it
it,<\s>
<s>,i
i,wash
wash,it
it,<\s>
<s>,i
i,wash
wash,it
it,<\s>
<s>,i
i,wash
clean,it
it,<\s>
there,you
you,go
there,you
you,go
there,you
you,go
eating,it
it,<\s>
put,it
it,on
put,it
it,on
put,it
it,my
<s>,i
i,pick
pick,it
it,up
<s>,you
you,doing
<s>,you
you,sit
<s>,you
you,sit
<s>,you
you,sit
<s>,i
i,wash
<s>,i
i,wash
<s>,i
i,wash
<s>,you
you,washing
<s>,i
i,wash
take,me
me,<\s>
like,it
it,<\s>
like,it
it,<\s>
like,it
it,<\s>
<s>,i
i,throwed
throwed,it
it,<\s>
<s>,i
i,throwed
throwed,it
it,<\s>
<s>,me
me,read
read,you
you,<\s>
<s>,me
me,read
read,you
you,<\s>
<s>,me
me,read
read,you
you,<\s>
xxx,you
you,<\s>
xxx,you
you,lie
kiss,me
me,<\s>
kiss,me
me,<\s>
kiss,me
me,<\s>
uh,you
you,lie
<s>,you
you,<\s>
<s>,you
you,lie
<s>,you
you,will
<s>,you
you,will
<s>,you
you,lie
<s>,he
he,is
take,it
it,<\s>
make,it
it,horse
make,you
you,horse
<s>,you
you,horse
<s>,you
you,xxx
<s>,you
you,lie
<s>,i
i,can't
<s>,you
you,be
<s>,you
you,be
<s>,me
me,lay
<s>,i
i,wanna
<s>,you
you,cookie
<s>,you
you,cookie
<s>,i
i,bump
<s>,i
i,crasheded
<s>,i
i,hurt
<s>,i
i,ah
<s>,i
i,said
uh,me
me,go
<s>,i
i,jump
<s>,i
i,jump
<s>,you
you,<\s>
<s>,you
you,gonna
<s>,you
you,lie
<s>,i
i,do
do,it
it,more
<s>,you
you,lie
<s>,i
i,jump
<s>,i
i,jump
<s>,you
you,lie
change,you
you,<\s>
<s>,you
you,fall
<s>,him
him,<\s>
<s>,he
he,air
<s>,he
he,air
throw,it
it,<\s>
and,we
we,will
<s>,i
i,rest
<s>,i
i,rest
<s>,i
i,rest
<s>,you
you,throw
<s>,i
i,jump
<s>,i
i,jump
<s>,i
i,sleeping
<s>,you
you,<\s>
draw,them
them,<\s>
<s>,i
i,draw
draw,it
it,<\s>
<s>,i
i,drawed
drawed,it
it,<\s>
<s>,i
i,drawed
drawed,it
it,<\s>
<s>,i
i,draw
can,i
i,draw
<s>,i
i,color
<s>,i
i,color
draw,it
it,<\s>
do,it
it,<\s>
do,it
it,<\s>
<s>,he
he,green
<s>,he
he,green
<s>,i
i,lying
<s>,i
i,lying
<s>,i
i,lying
jump,it
it,<\s>
<s>,he
he,fall
draw,it
it,cloud
<s>,you
you,draw
<s>,i
i,fixing
fixing,it
it,<\s>
<s>,i
i,hurt
<s>,i
i,get
<s>,i
i,climbing
<s>,i
i,holding
<s>,me
me,tired
<s>,me
me,tired
<s>,me
me,tired
<s>,me
me,lay
<s>,me
me,lay
<s>,i
i,feel
<s>,i
i,rocking
<s>,i
i,stand
<s>,me
me,dresses
<s>,me
me,toy
waiting,me
me,<\s>
<s>,i
i,putting
<s>,i
i,drop
drop,it
it,<\s>
get,it
it,<\s>
there,it
it,<\s>
there,it
it,<\s>
<s>,me
me,pu
<s>,me
me,pace
putting,it
it,<\s>
<s>,i
i,do
do,it
it,<\s>
<s>,i
i,fooing
<s>,you
you,foo
<s>,you
you,foo
<s>,you
you,foo
drink,it
it,<\s>
drink,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,go
eat,it
it,<\s>
can,i
i,eat
eat,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
eat,it
it,<\s>
eat,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
on,it
it,<\s>
<s>,i
i,can't
<s>,i
i,can't
<s>,i
i,get
get,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
want,it
it,<\s>
eat,it
it,<\s>
<s>,i
i,get
<s>,i
i,wanna
<s>,i
i,see
<s>,him
him,have
put,it
it,on
eat,it
it,<\s>
<s>,i
i,see
see,him
him,<\s>
<s>,i
i,see
see,him
him,<\s>
<s>,i
i,see
see,him
him,<\s>
drink,it
it,<\s>
drink,it
it,<\s>
drink,it
it,<\s>
<s>,she
she,like
like,it
it,<\s>
<s>,you
you,knock
knock,it
it,<\s>
like,it
it,<\s>
<s>,i
i,like
<s>,i
i,like
like,it
it,<\s>
scare,me
me,<\s>
<s>,i
i,<\s>
<s>,i
i,wanna
<s>,i
i,dropped
open,it
it,<\s>
<s>,it
it,hard
is,it
it,open
is,it
it,yyy
push,it
it,<\s>
<s>,i
i,yyy
<s>,i
i,dropped
dropped,it
it,<\s>
<s>,i
i,dropped
dropped,it
it,<\s>
eat,it
it,<\s>
<s>,you
you,eat
eat,it
it,<\s>
eat,it
it,<\s>
eat,it
it,<\s>
eat,it
it,<\s>
<s>,i
i,read
<s>,you
you,turn
<s>,you
you,turn
<s>,you
you,turn
turn,it
it,on
washing,it
it,<\s>
<s>,i
i,put
to,her
her,<\s>
<s>,it
it,cries
<s>,it
it,cries
<s>,it
it,cries
<s>,it
it,cries
<s>,it
it,cries
<s>,you
you,go
get,me
me,up
get,you
you,up
get,you
you,up
getting,you
you,up
getting,you
you,<\s>
<s>,you
you,<\s>
get,me
me,up
get,me
me,up
get,me
me,<\s>
get,me
me,<\s>
get,me
me,<\s>
<s>,you
you,closed
<s>,you
you,closed
<s>,you
you,closed
in,you
you,xxx
<s>,you
you,like
<s>,i
i,jump
<s>,i
i,jump
<s>,i
i,jumping
<s>,i
i,draw
<s>,i
i,drawing
<s>,i
i,drawing
can,you
you,draw
can,you
you,draw
<s>,you
you,draw
<s>,i
i,drawing
<s>,i
i,draw
<s>,her
her,scratching
does,he
he,hear
hear,me
me,<\s>
get,me
me,a
get,me
me,a
<s>,i
i,change
<s>,you
you,wash
<s>,her
her,sleeping
<s>,it
it,jump
<s>,i
i,wash
there's,you
you,are
there's,you
you,are
uh,i
i,want
want,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,daddy
<s>,i
i,want
want,it
it,<\s>
put,it
it,on
on,me
me,<\s>
<s>,i
i,can't
<s>,i
i,can't
<s>,i
i,can't
<s>,i
i,pull
pull,it
it,out
on,me
me,here
<s>,you
you,<\s>
<s>,you
you,<\s>
<s>,i
i,change
<s>,i
i,change
<s>,i
i,change
<s>,i
i,change
<s>,i
i,hang
<s>,i
i,taped
taped,it
it,on
<s>,it
it,hot
<s>,i
i,sip
<s>,me
me,sip
<s>,i
i,sip
<s>,i
i,sip
<s>,i
i,can't
<s>,i
i,can't
<s>,it
it,hot
<s>,i
i,sip
<s>,it
it,cooled
<s>,it
it,cooled
<s>,it
it,cooled
in,it
it,<\s>
in,it
it,<\s>
drink,it
it,<\s>
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,see
see,it
it,<\s>
<s>,i
i,see
see,it
it,<\s>
<s>,i
i,see
see,it
it,<\s>
<s>,i
i,see
see,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
take,it
it,<\s>
take,it
it,<\s>
take,it
it,<\s>
<s>,i
i,see
<s>,i
i,see
<s>,i
i,have
<s>,i
i,want
<s>,i
i,wan
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,me
me,pat
<s>,me
me,resting
an,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
give,me
me,baloney
uh,i
i,want
<s>,i
i,want
<s>,i
i,want
<s>,i
i,want
down,i
i,get
uh,you
you,washing
washing,you
you,you
you,<\s>
like,it
it,<\s>
like,it
it,<\s>
<s>,i
i,don't
like,it
it,<\s>
<s>,i
i,like
get,her
her,xxx
<s>,me
me,wearing
<s>,me
me,wearing
<s>,me
me,wearing
<s>,me
me,wearing
<s>,i
i,want
do,it
it,<\s>
<s>,i
i,told
told,you
you,<\s>
<s>,i
i,told
told,you
you,<\s>
<s>,i
i,told
told,you
you,<\s>
<s>,i
i,told
told,you
you,<\s>
<s>,i
i,told
<s>,i
i,spank
<s>,me
me,broke
<s>,i
i,broke
broke,it
it,<\s>
<s>,i
i,drawing
<s>,me
me,blanket
are,we
we,going
are,we
we,going
with,it
it,<\s>
<s>,i
i,talking
<s>,i
i,want
want,it
it,<\s>
<s>,me
me,hang
<s>,me
me,doing
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,want
want,it
it,<\s>
<s>,i
i,talk
<s>,i
i,talk
<s>,i
i,like
like,him
him,<\s>
<s>,i
i,coming
ya,you
you,<\s>
<s>,i
i,coming
ya,you
you,<\s>
<s>,i
i,coming
ya,you
you,<\s>
<s>,i
i,coming
ya,you
you,<\s>
are,you
you,tired
<s>,i
i,loving
<s>,i
i,loving
<s>,he
he,got
<s>,he
he,goes
boy,you
you,<\s>
<s>,they
they,all
<s>,i
i,put
here,her
her,<\s>
<s>,i
i,jump
do,you
you,want
d,you
you,want
<s>,you
you,want
<s>,i
i,get
<s>,him
him,him
him,okay
<s>,you
you,ready
all,her
her,food
uh,it
it,her
it,her
her,on
<s>,he
he,like
like,it
it,<\s>
do,you
you,want
want,it
it,<\s>
do,you
you,want
what,you
you,want
uhs,she
she,want
<s>,you
you,finished
do,you
you,want
<s>,i
i,like
do,you
you,want
do,you
you,want
do,you
you,<\s>
do,you
you,want
do,you
you,button
on,her
her,<\s>
xxx,it
it,<\s>
xxx,it
it,<\s>
<s>,i
i,spank
spank,her
her,<\s>
<s>,i
i,spank
spank,her
her,<\s>
tell,him
him,<\s>
tell,him
him,<\s>
<s>,you
you,feel
<s>,you
you,feel
<s>,i
i,spank
<s>,i
i,spank
<s>,i
i,spank
<s>,i
i,spank
do,you
you,hear
<s>,i
i,spank
<s>,i
i,hug
hug,you
you,<\s>
<s>,you
