0,1,2
he,is,<\s>
<s>,i,tell
i,tell,you
i,tell,you
tell,you,what
you,what,<\s>
<s>,shall,we
shall,we,put
we,put,them
we,put,them
put,them,in
them,in,the
<s>,we,can
we,can,put
<s>,there,we
there,we,go
we,go,<\s>
let's,latch,it
latch,it,on
it,on,<\s>
<s>,there,you
there,you,go
you,go,<\s>
<s>,oh,you
oh,you,don't
you,don't,want
don't,want,it
want,it,latched
it,latched,on
stuck,is,it
is,it,<\s>
<s>,who've,you
who've,you,got
you,got,there
<s>,can,you
can,you,manage
you,manage,<\s>
<s>,is,he
is,he,gonna
he,gonna,going
<s>,is,he
is,he,<\s>
i've,got,them
got,them,both
them,both,now
<s>,here,they
here,they,come
they,come,<\s>
<s>,here,they
here,they,come
they,come,<\s>
<s>,are,you
are,you,gonna
you,gonna,going
<s>,are,you
are,you,gonna
you,gonna,going
<s>,here,they
here,they,come
they,come,<\s>
<s>,here,they
here,they,come
they,come,<\s>
where,are,they
are,they,going
they,going,<\s>
<s>,you,want
you,want,a
<s>,you,don't
you,don't,want
don't,want,them
want,them,to
them,to,chase
to,chase,you
chase,you,<\s>
<s>,oh,you
oh,you,weedy
you,weedy,thing
<s>,shall,i
shall,i,<\s>
<s>,shall,i
shall,i,get
i,get,you
i,get,you
get,you,some
you,some,more
<s>,you,don't
you,don't,want
<s>,you,want
you,want,something
what,do,you
do,you,want
you,want,<\s>
come,with,me
with,me,to
me,to,get
let's,get,you
get,you,some
you,some,juice
then,if,you
if,you,want
you,want,some
<s>,you,don't
you,don't,want
<s>,are,you
are,you,going
you,going,to
to,help,me
help,me,do
me,do,these
i'll,get,you
get,you,some
you,some,juice
juice,if,you
if,you,want
you,want,some
<s>,do,you
do,you,want
you,want,some
<s>,you,said
you,said,no
<s>,you,<\s>
what,do,you
do,you,want
you,want,<\s>
what,do,you
do,you,want
you,want,<\s>
<s>,do,you
do,you,want
you,want,a
<s>,do,you
do,you,want
you,want,a
what,do,you
do,you,want
you,want,then
<s>,you,can
you,can,have
biscuit,if,you
if,you,want
you,want,one
<s>,would,you
would,you,like
you,like,a
<s>,throwing,it
throwing,it,on
it,on,the
floor,is,it
is,it,<\s>
<s>,do,you
do,you,think
you,think,babys
<s>,shall,i
shall,i,get
i,get,them
i,get,them
get,them,currants
them,currants,<\s>
<s>,here,you
here,you,go
you,go,<\s>
let's,give,them
give,them,to
them,to,baby
<s>,do,you
do,you,think
you,think,you'd
<s>,shall,we
shall,we,put
we,put,her
we,put,her
put,her,in
her,in,the
closer,willn't,we
willn't,we,if
we,if,we're
<s>,oh_my_goodness,me
oh_my_goodness,me,<\s>
<s>,shall,we
shall,we,put
we,put,them
we,put,them
put,them,on
them,on,there
<s>,you,can
you,can,reach
<s>,you,can
you,can,reach
<s>,do,you
do,you,think
you,think,your
<s>,are,you
are,you,going
you,going,to
to,give,him
give,him,some
him,some,<\s>
<s>,where's,it
where's,it,gone
it,gone,<\s>
<s>,is,it
is,it,there
it,there,<\s>
<s>,can,i
can,i,have
i,have,one
<s>,drop,it
drop,it,<\s>
<s>,shall,we
shall,we,go
we,go,to
who,would,you
would,you,like
you,like,to
go,with,you
with,you,to
you,to,the
<s>,i,think
i,think,ellie'll
else,do,you
do,you,think
you,think,<\s>
<s>,he,is
he,is,isn't
is,isn't,he
isn't,he,<\s>
what,shall,we
shall,we,play
we,play,on
on,when,we
when,we,go
we,go,to
<s>,you,do
you,do,sometimes
<s>,i,know
i,know,what
know,what,you
what,you,mean
you,mean,now
<s>,now,i
now,i,think
i,think,about
think,about,it
about,it,<\s>
ball,aren't,you
aren't,you,<\s>
one,for,me
for,me,<\s>
<s>,do,we
do,we,play
we,play,on
<s>,can,i
can,i,have
i,have,some
<s>,you,can't
you,can't,reach
up,willn't,you
willn't,you,<\s>
<s>,she,says
she,says,<\s>
paddington,like,them
like,them,<\s>
<s>,do,you
do,you,think
you,think,she
you,think,she
think,she,might
she,might,like
else,do,you
do,you,think
you,think,go
<s>,shall,we
shall,we,go
we,go,in
or,shall,we
shall,we,walk
we,walk,<\s>
<s>,oh,i
oh,i,don't
i,don't,want
<s>,you,stood
you,stood,on
tummy,and,she
and,she,wasn't
she,wasn't,ready
to,catch,you
catch,you,<\s>
all_gone,aren't,they
aren't,they,<\s>
<s>,you,want
you,want,a
<s>,you,threw
you,threw,it
you,threw,it
threw,it,on
it,on,the
floor,didn't,you
didn't,you,<\s>
<s>,are,you
are,you,going
you,going,to
<s>,did,you
did,you,fall
you,fall,over
where,are,they
are,they,then
they,then,<\s>
what,do,you
do,you,want
you,want,<\s>
box,are,you
are,you,<\s>
<s>,let,me
let,me,get
me,get,you
me,get,you
get,you,a
you,a,tissue
again,are,we
are,we,<\s>
<s>,she,says
she,says,<\s>
<s>,let,me
let,me,out
me,out,<\s>
stuck,is,it
is,it,<\s>
<s>,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,help
to,help,you
help,you,<\s>
hafta,slide,it
slide,it,in
it,in,anne
<s>,slide,it
slide,it,in
it,in,<\s>
back,so,we
so,we,don't
we,don't,break
don't,break,them
break,them,<\s>
<s>,are,you
are,you,going
you,going,to
<s>,can,you
can,you,see
you,see,what's
<s>,i,don't
i,don't,think
don't,think,they
think,they,fit
they,fit,inside
<s>,oh,i
oh,i,say
i,say,<\s>
<s>,do,you
do,you,know
you,know,what
know,what,they
what,they,are
they,are,<\s>
anne,can,you
can,you,tell
you,tell,what
tell,what,they
what,they,are
they,are,<\s>
<s>,it's,i
it's,i,think
i,think,it's
shirt,do,you
do,you,think
you,think,it
you,think,it
think,it,is
it,is,<\s>
<s>,i,think
i,think,it
i,think,it
think,it,it's
it,it's,a
else,has,she
has,she,got
she,got,<\s>
<s>,shall,we
shall,we,take
we,take,the
<s>,there,we
there,we,go
we,go,<\s>
let's,undo,her
undo,her,<\s>
<s>,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,help
<s>,it,is
it,is,stuck
<s>,put,her
put,her,hand
her,hand,in
<s>,there,we
there,we,are
we,are,<\s>
<s>,is,it
is,it,pants
it,pants,or
<s>,well,you
well,you,don't
you,don't,put
<s>,do,you
do,you,want
you,want,mummy
to,do,it
do,it,<\s>
<s>,i,think
i,think,you
i,think,you
think,you,undo
you,undo,it
you,undo,it
undo,it,there
it,there,look
<s>,shall,we
shall,we,put
we,put,it
we,put,it
put,it,on
it,on,her
it,on,her
on,her,head
her,head,or
or,on,her
on,her,feet
her,feet,<\s>
<s>,there,you
there,you,go
you,go,then
<s>,you,want
you,want,her
you,want,her
want,her,to
her,to,wear
<s>,goodness,me
goodness,me,<\s>
<s>,do,you
do,you,wanna
you,wanna,take
wanna,take,them
take,them,off
them,off,<\s>
stuck,is,it
is,it,<\s>
<s>,do,you
do,you,wanna
you,wanna,try
and,do,it
do,it,<\s>
<s>,i,was
i,was,just
<s>,you,want
you,want,that
<s>,you,try
you,try,and
<s>,that's,it
that's,it,<\s>
<s>,you,can
you,can,just
just,put,her
put,her,hands
her,hands,in
hands,in,i
in,i,think
i,think,<\s>
<s>,you,nearly
you,nearly,fell
<s>,is,she
is,she,gonna
she,gonna,going
<s>,it,does
it,does,up
<s>,do,you
do,you,wanna
you,wanna,know
<s>,i,bet
i,bet,you
i,bet,you
bet,you,could
you,could,put
<s>,like,we
like,we,do
we,do,when
do,when,we
when,we,go
we,go,shopping
<s>,do,you
do,you,think
you,think,<\s>
<s>,ask,her
ask,her,<\s>
<s>,ask,her
ask,her,if
her,if,she
her,if,she
if,she,wants
she,wants,to
<s>,is,it
is,it,hot
it,hot,then
<s>,is,it
is,it,a
it,a,hot
day,so,she
so,she,doesn't
she,doesn't,need
<s>,it,seems
it,seems,a
<s>,there,we
there,we,go
we,go,<\s>
<s>,that's,it
that's,it,<\s>
<s>,turn,it
turn,it,round
it,round,<\s>
<s>,you,do
you,do,it
you,do,it
do,it,then
it,then,<\s>
instead,of,me
of,me,taking
me,taking,over
some,of,her
of,her,coffee
her,coffee,if
what,are,you
are,you,doing
you,doing,<\s>
stuck,is,it
is,it,<\s>
<s>,open,it
open,it,<\s>
<s>,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,put
to,put,it
put,it,on
it,on,her
it,on,her
on,her,head
her,head,<\s>
<s>,shall,we
shall,we,call
we,call,this
<s>,there,we
there,we,are
we,are,<\s>
<s>,it,is
it,is,jill
shoes,are,they
are,they,<\s>
shoes,are,they
are,they,<\s>
who,is,she
is,she,<\s>
what,what's,her
what's,her,name
her,name,<\s>
<s>,didn't,we
didn't,we,say
we,say,it's
shoes,are,they
are,they,<\s>
nursery,with,you
with,you,<\s>
<s>,there,we
there,we,go
we,go,<\s>
willn't,keep,her
keep,her,feet
her,feet,very
dry,will,they
will,they,<\s>
<s>,are,you
are,you,gonna
you,gonna,going
<s>,is,she
is,she,tired
she,tired,<\s>
<s>,there,you
there,you,go
you,go,jill
<s>,that's,it
that's,it,<\s>
<s>,cover,her
cover,her,up
her,up,<\s>
<s>,what've,you
what've,you,done
you,done,to
done,to,her
to,her,<\s>
what,do,you
do,you,mean
you,mean,she's
<s>,where's,her
where's,her,bottle
her,bottle,<\s>
<s>,has,it
has,it,gone
it,gone,<\s>
you've,missed,it
missed,it,<\s>
or,lost,it
lost,it,<\s>
<s>,lost,it
lost,it,<\s>
see,if,we
if,we,can
we,can,find
can,find,her
find,her,one
her,one,shall
one,shall,we
shall,we,<\s>
<s>,i,i
i,i,think
i,think,it
i,think,it
think,it,might
it,might,be
<s>,we,don't
we,don't,wanna
bib,for,her
for,her,<\s>
<s>,there,you
there,you,are
you,are,<\s>
and,drink,it
drink,it,<\s>
that's,what,we
what,we,say
we,say,don't
say,don't,we
don't,we,<\s>
i've,got,it
got,it,<\s>
now,is,it
is,it,<\s>
<s>,that's,it
that's,it,<\s>
table,shall,we
shall,we,<\s>
<s>,wipe,it
wipe,it,<\s>
<s>,oh,i
oh,i,see
i,see,<\s>
that,for,me
for,me,<\s>
nose,are,you
are,you,wiping
you,wiping,<\s>
who,is,she
is,she,<\s>
<s>,what's,her
what's,her,name
her,name,<\s>
who,what's,her
what's,her,name
her,name,<\s>
<s>,have,you
have,you,forgotten
you,forgotten,<\s>
<s>,what's,she
what's,she,got
she,got,<\s>
nose,has,she
has,she,<\s>
<s>,got,it
got,it,<\s>
<s>,got,it
got,it,<\s>
what,shall,we
shall,we,do
we,do,with
<s>,put,them
put,them,in
them,in,the
<s>,you,stood
you,stood,on
stood,on,her
on,her,face
her,face,<\s>
<s>,can,you
can,you,remember
you,remember,where
caroline,isn't,it
isn't,it,<\s>
<s>,i,don't
i,don't,think
don't,think,you
think,you,need
you,need,any
<s>,shall,we
shall,we,have
we,have,a
<s>,are,you
are,you,going
you,going,to
to,tip,it
tip,it,<\s>
elma_the_elephant,isn't,it
isn't,it,<\s>
<s>,shall,i
shall,i,make
i,make,something
room,for,you
for,you,<\s>
what,shall,we
shall,we,make
we,make,<\s>
animals,or,we
or,we,could
we,could,make
<s>,we,could
we,could,make
could,make,them
make,them,a
them,a,<\s>
<s>,that's,it
that's,it,<\s>
<s>,there,we
there,we,go
we,go,<\s>
<s>,can,he
can,he,stand
he,stand,there
monkey,says,he
says,he,wants
he,wants,to
<s>,oh,he
oh,he,doesn't
he,doesn't,go
<s>,he,wants
he,wants,to
tower,isn't,he
isn't,he,<\s>
xxx,is,it
is,it,<\s>
who,did,you
did,you,wanna
you,wanna,sit
<s>,shall,we
shall,we,make
we,make,some
<s>,is,it
is,it,the
it,the,top
song,aren't,you
aren't,you,<\s>
what,are,you
are,you,singing
you,singing,<\s>
<s>,oh,he
oh,he,says
he,says,<\s>
tricky,for,me
for,me,<\s>
<s>,are,you
are,you,putting
you,putting,them
you,putting,them
putting,them,away
them,away,<\s>
<s>,have,you
have,you,xxx
you,xxx,of
animals,have,you
have,you,<\s>
<s>,you,know
you,know,the
<s>,what's,it
what's,it,like
it,like,up
<s>,do,you
do,you,remember
you,remember,<\s>
<s>,and,he
and,he,jumps
he,jumps,on
<s>,and,he
and,he,says
he,says,what's
says,what's,it
what's,it,like
it,like,up
<s>,and,he
and,he,jumps
he,jumps,on
jumps,on,he
on,he,jumps
he,jumps,on
<s>,so,he
so,he,jumps
he,jumps,on
<s>,he,says
he,says,what's
says,what's,it
what's,it,like
it,like,up
says,what's,it
what's,it,like
it,like,down
<s>,shall,i
shall,i,take
i,take,that
let's,take,it
take,it,off
it,off,<\s>
looking,at,it
at,it,<\s>
now,if,you
if,you,have
you,have,a
<s>,if,you
if,you,want
you,want,a
what,do,you
do,you,think
you,think,<\s>
<s>,did,you
did,you,fall
you,fall,over
<s>,do,you
do,you,wanna
you,wanna,sit
<s>,shall,we
shall,we,do
we,do,this_is_the_way_the_lady_rides
<s>,shall,we
shall,we,<\s>
<s>,are,you
are,you,ready
you,ready,<\s>
<s>,shall,we
shall,we,do
we,do,the
who,shall,we
shall,we,sing
we,sing,next
<s>,i,don't
i,don't,know
know,where,it
where,it,is
it,is,<\s>
<s>,is,it
is,it,in
it,in,here
<s>,do,it
do,it,<\s>
<s>,what're,you
what're,you,doing
you,doing,<\s>
here,isn't,it
isn't,it,<\s>
<s>,are,you
are,you,going
you,going,to
to,put,them
put,them,on
them,on,the
<s>,you,sat
you,sat,on
<s>,are,you
are,you,going
you,going,to
<s>,i,think
i,think,we
i,think,we
think,we,might
we,might,have
might,have,them
have,them,in
them,in,the
<s>,i,think
i,think,that
<s>,there,you
there,you,go
you,go,<\s>
<s>,see,it
see,it,anne
it,anne,<\s>
<s>,can,you
can,you,see
you,see,<\s>
the,lorry,i
lorry,i,think
i,think,<\s>
<s>,can,you
can,you,see
you,see,the
<s>,that's,it
that's,it,<\s>
you'll,see,it
see,it,in
it,in,a
the,air,i
air,i,think
i,think,<\s>
just,hold,you
hold,you,so
you,so,you
so,you,don't
you,don't,fall
anne's,look,it
look,it,<\s>
he's,got,it
got,it,all
it,all,sorted
<s>,are,you
are,you,ready
you,ready,<\s>
<s>,are,you
are,you,watching
you,watching,<\s>
<s>,there,it
there,it,goes
it,goes,<\s>
to,take,it
take,it,away
it,away,<\s>
<s>,are,you
are,you,going
you,going,to
to,see,i
see,i,don't
i,don't,think
<s>,you,want
you,want,it
you,want,it
want,it,to
it,to,go
<s>,can,you
can,you,see
you,see,any
<s>,you,wanna
you,wanna,stand
up,do,you
do,you,<\s>
<s>,i,said
i,said,the
thing,didn't,i
didn't,i,<\s>
<s>,can,you
can,you,see
you,see,the
road,don't,they
don't,they,<\s>
<s>,is,it
is,it,windy
it,windy,do
windy,do,you
do,you,think
you,think,<\s>
<s>,we,sometimes
we,sometimes,see
sky,don't,we
don't,we,<\s>
see,if,we
if,we,can
we,can,<\s>
see,what,we
what,we,can
we,can,find
else,can,we
can,we,find
we,find,<\s>
<s>,shall,we
shall,we,sit
we,sit,and
toys,aren't,they
aren't,they,anne
they,anne,<\s>
<s>,do,you
do,you,think
you,think,your
<s>,shall,we
shall,we,take
we,take,her
we,take,her
take,her,dress
her,dress,off
and,give,her
give,her,a
her,a,bath
<s>,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,help
<s>,her,shoes
her,shoes,don't
<s>,is,she
is,she,gonna
she,gonna,going
bath,with,her
with,her,shoes
her,shoes,on
<s>,take,her
take,her,dress
her,dress,off
<s>,you,want
you,want,some
water,shall,we
shall,we,<\s>
<s>,there,we
there,we,are
we,are,<\s>
<s>,oh,she
oh,she,likes
she,likes,it
she,likes,it
likes,it,in
it,in,there
<s>,we,need
we,need,something
to,give,her
give,her,a
her,a,wash
with,don't,we
don't,we,<\s>
<s>,shall,we
shall,we,use
we,use,this
<s>,i,know
i,know,<\s>
<s>,shall,we
shall,we,use
we,use,the
what,shall,we
shall,we,do
we,do,<\s>
<s>,shall,we
shall,we,wash
we,wash,her
we,wash,her
wash,her,face
her,face,<\s>
<s>,that's,it
that's,it,<\s>
<s>,you,put
you,put,juice
there,didn't,you
didn't,you,<\s>
<s>,has,it
has,it,gone
it,gone,<\s>
teddy,isn't,it
isn't,it,<\s>
what,shall,we
shall,we,do
we,do,first
<s>,turn,it
turn,it,round
it,round,<\s>
<s>,shall,we
shall,we,put
we,put,teddy's
<s>,there,we
there,we,go
we,go,<\s>
<s>,there,it
there,it,goes
it,goes,<\s>
<s>,what've,you
what've,you,got
you,got,<\s>
<s>,turn,it
turn,it,round
it,round,<\s>
<s>,that's,it
that's,it,<\s>
<s>,turn,it
turn,it,round
it,round,<\s>
<s>,shall,we
shall,we,do
we,do,humpty
<s>,press,them
press,them,out
them,out,then
<s>,you,pushed
you,pushed,it
you,pushed,it
pushed,it,<\s>
push,push,it
push,it,<\s>
<s>,pushed,it
pushed,it,<\s>
tummy,was,it
was,it,<\s>
<s>,what've,you
what've,you,got
you,got,there
in,does,it
does,it,<\s>
<s>,there,we
there,we,go
we,go,<\s>
<s>,is,it
is,it,teddy's
it,teddy's,toe
<s>,xxx,it
xxx,it,was
it,was,behind
was,behind,you
behind,you,<\s>
<s>,move,it
move,it,<\s>
<s>,shall,i
shall,i,help
i,help,you
i,help,you
help,you,<\s>
tricky,isn't,it
isn't,it,<\s>
<s>,turn,it
turn,it,round
it,round,<\s>
<s>,that's,it
that's,it,<\s>
<s>,done,it
done,it,<\s>
two,haven't,you
haven't,you,<\s>
<s>,what're,you
what're,you,going
you,going,to
<s>,do,you
do,you,want
you,want,something
<s>,what've,you
what've,you,got
you,got,<\s>
this,press,him
press,him,down
him,down,then
<s>,are,you
are,you,ready
you,ready,<\s>
<s>,you,hafta
you,hafta,wait
wait,haven't,you
haven't,you,<\s>
<s>,i,think
i,think,the
upstairs,isn't,it
isn't,it,<\s>
<s>,that's,it
that's,it,<\s>
write,with,you
with,you,<\s>
what,are,we
are,we,going
we,going,to
<s>,you,are
you,are,comfy
<s>,you,want
you,want,me
you,want,me
want,me,to
me,to,move
that,don't,you
don't,you,<\s>
what,are,we
are,we,drawing
we,drawing,<\s>
what,shall,i
shall,i,draw
i,draw,first
<s>,draw,her
draw,her,head
her,head,<\s>
what,shall,i
shall,i,draw
i,draw,<\s>
<s>,shall,i
shall,i,give
i,give,mummie
<s>,shall,we
shall,we,draw
we,draw,anne
<s>,shall,we
shall,we,draw
we,draw,anne
<s>,there,we
there,we,are
we,are,<\s>
mummie,pushing,you
pushing,you,on
you,on,the
<s>,shall,i
shall,i,draw
i,draw,daddy
<s>,shall,we
shall,we,draw
we,draw,daddy
<s>,there,we
there,we,are
we,are,<\s>
what,shall,we
shall,we,draw
we,draw,now
<s>,shall,we
shall,we,draw
we,draw,the
<s>,here,you
here,you,are
you,are,look
<s>,are,you
are,you,coming
you,coming,fast
<s>,are,you
are,you,happy
you,happy,<\s>
slide,haven't,we
haven't,we,<\s>
<s>,shall,we
shall,we,do
we,do,something
<s>,shall,we
shall,we,draw
we,draw,some
bread,is,it
is,it,<\s>
<s>,i,think
i,think,the
<s>,is,it
is,it,<\s>
<s>,do,you
do,you,think
you,think,the
<s>,read,it
read,it,<\s>
<s>,we,could
we,could,find
read,shall,we
shall,we,<\s>
argos_catalogue,for,you
for,you,to
you,to,read
<s>,do,you
do,you,wanna
you,wanna,look
new,books,i
books,i,buy
i,buy,you
i,buy,you
buy,you,<\s>
<s>,shall,we
shall,we,have
we,have,a
magazines,aren't,they
aren't,they,<\s>
see,if,we
if,we,can
we,can,find
<s>,shall,we
shall,we,see
we,see,if
see,if,we
if,we,can
we,can,find
<s>,is,she
is,she,crying
she,crying,<\s>
<s>,she,wants
she,wants,her
she,wants,her
wants,her,milk
her,milk,<\s>
<s>,are,you
are,you,giving
you,giving,them
you,giving,them
giving,them,a
them,a,kiss
baby,isn't,it
isn't,it,<\s>
<s>,is,she
is,she,<\s>
<s>,um,i
um,i,think
i,think,that's
<s>,funny,you
funny,you,<\s>
<s>,you,stopped
you,stopped,and
what,shall,we
shall,we,do
we,do,with
where,shall,i
shall,i,put
i,put,it
i,put,it
put,it,<\s>
i'll,find,them
find,them,for
them,for,you
them,for,you
for,you,<\s>
<s>,that's,it
that's,it,<\s>
oh,there,we
there,we,are
we,are,<\s>
look,at,it
at,it,<\s>
where,were,we
were,we,<\s>
where,had,we
had,we,got
we,got,to
<s>,we,were
we,were,looking
one,hadn't,you
hadn't,you,<\s>
to,comb,her
comb,her,hair
her,hair,<\s>
bed,do,you
do,you,think
you,think,<\s>
<s>,can,you
can,you,turn
you,turn,the
baby's,drinking,her
drinking,her,milk
her,milk,is
milk,is,she
is,she,<\s>
<s>,is,she
is,she,sleepy
she,sleepy,is
sleepy,is,she
is,she,<\s>
sleepy,is,she
is,she,<\s>
pram,isn't,she
isn't,she,<\s>
the,is,she
is,she,in
she,in,<\s>
<s>,i,don't
i,don't,know
can't,see,her
see,her,can
her,can,you
her,can,you
can,you,<\s>
what,can,you
can,you,see
you,see,on
<s>,isn't,she
isn't,she,<\s>
<s>,do,you
do,you,think
you,think,she's
pooh_bear,on,it
on,it,<\s>
<s>,is,she
is,she,sleepy
she,sleepy,<\s>
<s>,shall,we
shall,we,find
we,find,some
what,else,we
else,we,can
we,can,find
xxx,haven't,they
haven't,they,<\s>
<s>,you,wanna
you,wanna,look
<s>,are,you
are,you,gonna
you,gonna,going
what,are,they
are,they,doing
they,doing,<\s>
see,if,we
if,we,can
we,can,find
<s>,do,you
do,you,know
you,know,<\s>
<s>,i,think
i,think,it's
car,isn't,she
isn't,she,<\s>
<s>,i,wonder
i,wonder,where
<s>,and,i
and,i,can
i,can,see
<s>,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,find
anne's,find,it
find,it,<\s>
what,have,you
have,you,found
you,found,now
<s>,can,you
can,you,see
you,see,a
car,isn't,it
isn't,it,<\s>
<s>,you,haven't
you,haven't,got
digger,have,you
have,you,<\s>
look,haven't,you
haven't,you,<\s>
<s>,would,you
would,you,like
you,like,me
you,like,me
like,me,to
me,to,find
baby's,having,her
having,her,milk
her,milk,<\s>
what,can,you
can,you,see
you,see,there
out,are,you
are,you,<\s>
<s>,there,we
there,we,go
we,go,<\s>
<s>,tip,it
tip,it,all
it,all,out
what,are,we
are,we,going
we,going,to
<s>,shall,we
shall,we,build
we,build,a
or,shall,we
shall,we,have
we,have,a
there,is,he
is,he,<\s>
lion,isn't,it
isn't,it,<\s>
tiger,isn't,it
isn't,it,<\s>
kangaroo,isn't,it
isn't,it,<\s>
<s>,do,you
do,you,know
you,know,what
<s>,i,think
i,think,it
i,think,it
think,it,might
it,might,be
who,do,you
do,you,think
you,think,wants
<s>,do,you
do,you,wanna
you,wanna,eat
<s>,i,like
i,like,bananas
<s>,i,like
i,like,bananas
anne,like,it
like,it,<\s>
<s>,shall,we
shall,we,put
we,put,the
<s>,he,can
he,can,drive
<s>,i,thought
i,thought,you
i,thought,you
thought,you,said
you,said,that
<s>,here,we
here,we,go
we,go,<\s>
<s>,lost,him
lost,him,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,that's,it
that's,it,<\s>
<s>,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,do
to,do,it
do,it,<\s>
<s>,they,aren't
they,aren't,very
fit,are,they
are,they,<\s>
<s>,help,me
help,me,get
me,get,back
<s>,you,want
you,want,the
<s>,can,he
can,he,fit
he,fit,on
<s>,you,don't
you,don't,want
<s>,he,<\s>
<s>,that's,it
that's,it,<\s>
there,is,he
is,he,<\s>
where,are,they
are,they,gonna
they,gonna,going
<s>,are,they
are,they,gonna
they,gonna,going
<s>,build,it
build,it,again
it,again,<\s>
<s>,that's,it
that's,it,<\s>
what,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,do
<s>,did,i
did,i,fit
i,fit,it
i,fit,it
fit,it,<\s>
lorry,isn't,it
isn't,it,really
it,really,<\s>
<s>,did,it
did,it,wrong
it,wrong,did
wrong,did,i
did,i,<\s>
<s>,where's,it
where's,it,gonna
it,gonna,going
nummy,does,it
does,it,<\s>
<s>,isn't,it
isn't,it,<\s>
<s>,is,it
is,it,soup
it,soup,<\s>
what,are,they
are,they,<\s>
<s>,it,is
it,is,stuck
<s>,i,think
i,think,there's
<s>,i,think
