0,1,2
what's,the,man
the,man,doing
man,doing,<\s>
<s>,you,wan
you,wan,a
wan,a,cookie
a,cookie,<\s>
<s>,there's,a
there's,a,cookie
a,cookie,on
cookie,on,the
on,the,table
the,table,in
table,in,the
in,the,room
the,room,on
room,on,the
on,the,table
the,table,with
table,with,the
with,the,rest
the,rest,of
rest,of,your
of,your,crackers
your,crackers,<\s>
<s>,there,<\s>
<s>,what's,that
what's,that,<\s>
<s>,oh,it's
oh,it's,a
it's,a,baby
a,baby,<\s>
<s>,no,<\s>
<s>,mommy,can't
mommy,can't,read
can't,read,<\s>
<s>,i'm,busy
i'm,busy,<\s>
<s>,you,read
you,read,the
read,the,book
the,book,<\s>
<s>,yes,that's
yes,that's,the
that's,the,stool
the,stool,<\s>
<s>,you,want
you,want,to
want,to,sit
to,sit,on
sit,on,the
on,the,stool
the,stool,and
stool,and,read
and,read,the
read,the,book
the,book,<\s>
<s>,mr,fraser
mr,fraser,yes
fraser,yes,mr
yes,mr,fraser
mr,fraser,<\s>
<s>,your,cookie's
your,cookie's,there
cookie's,there,on
there,on,the
on,the,table
the,table,<\s>
<s>,did,you
did,you,eat
you,eat,it
eat,it,<\s>
<s>,yes,you
yes,you,ate
you,ate,it
ate,it,<\s>
<s>,i'll,give
i'll,give,you
give,you,another
you,another,<\s>
<s>,just,a
just,a,little
a,little,one
little,one,<\s>
<s>,just,a
just,a,little
a,little,one
little,one,<\s>
<s>,yes,<\s>
<s>,little,one
little,one,yes
one,yes,<\s>
<s>,what,<\s>
<s>,no,no
no,no,more
no,more,eve
more,eve,<\s>
<s>,we'll,have
we'll,have,lunch
have,lunch,in
lunch,in,a
in,a,little
a,little,while
little,while,<\s>
<s>,you,xxx
you,xxx,eat
xxx,eat,any
eat,any,more
any,more,crackers
more,crackers,<\s>
<s>,milk,<\s>
<s>,no,you
no,you,don't
you,don't,want
don't,want,milk
want,milk,honey
milk,honey,<\s>
<s>,you've,just
you've,just,had
just,had,some
had,some,juice
some,juice,<\s>
<s>,where's,the
where's,the,rest
the,rest,of
rest,of,your
of,your,juice
your,juice,<\s>
<s>,xxx,how_about
xxx,how_about,a
how_about,a,drink
a,drink,of
drink,of,water
of,water,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,that's,mr
that's,mr,fraser
mr,fraser,<\s>
<s>,there,drink
there,drink,the
drink,the,water
the,water,<\s>
<s>,no,i
no,i,don't
i,don't,think
don't,think,mr
think,mr,fraser
mr,fraser,wants
fraser,wants,any
wants,any,water
any,water,<\s>
<s>,what,xxx
what,xxx,<\s>
<s>,bye,<\s>
<s>,where,are
where,are,you
are,you,going
you,going,<\s>
<s>,will,you
will,you,ask
you,ask,mr
ask,mr,fraser
mr,fraser,if
fraser,if,he'd
if,he'd,like
he'd,like,a
like,a,drink
a,drink,of
drink,of,water
of,water,<\s>
<s>,i,don't
i,don't,think
don't,think,so
think,so,<\s>
<s>,mr,fraser
mr,fraser,has
fraser,has,coffee
has,coffee,<\s>
<s>,mr,fraser's
mr,fraser's,drinking
fraser's,drinking,coffee
drinking,coffee,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,yes,he's
yes,he's,drinking
he's,drinking,his
drinking,his,coffee
his,coffee,<\s>
<s>,right,<\s>
<s>,that's,mr
that's,mr,fraser's
mr,fraser's,coffee
fraser's,coffee,<\s>
<s>,you,want
you,want,down
want,down,<\s>
<s>,there,you
there,you,go
you,go,<\s>
<s>,now,what
now,what,<\s>
<s>,no,more
no,more,cookies
more,cookies,eve
cookies,eve,<\s>
<s>,later,we'll
later,we'll,have
we'll,have,a
have,a,cookie
a,cookie,<\s>
<s>,we'll,have
we'll,have,a
have,a,cookie
a,cookie,later
cookie,later,<\s>
<s>,what,<\s>
<s>,what,<\s>
<s>,oh,what's
oh,what's,that
what's,that,<\s>
<s>,your,hat
your,hat,<\s>
<s>,an,what
an,what,did
what,did,you
did,you,do
you,do,with
do,with,it
with,it,<\s>
<s>,maybe,your
maybe,your,dolly
your,dolly,would
dolly,would,like
would,like,a
like,a,bottle
a,bottle,<\s>
<s>,think,she
think,she,would
she,would,<\s>
<s>,come,see
come,see,if
see,if,we
if,we,can
we,can,find
can,find,dolly's
find,dolly's,bottle
dolly's,bottle,<\s>
<s>,give,dolly
give,dolly,her
dolly,her,bottle
her,bottle,<\s>
<s>,what,are
what,are,you
are,you,doing
you,doing,<\s>
<s>,bottle,<\s>
<s>,oh,mr
oh,mr,fraser's
mr,fraser's,hat
fraser's,hat,<\s>
<s>,mr,fraser
mr,fraser,doesn't
fraser,doesn't,have
doesn't,have,a
have,a,hat
a,hat,<\s>
<s>,he,doesn't
he,doesn't,have
doesn't,have,a
have,a,hat
a,hat,<\s>
<s>,would,he
would,he,like
he,like,to
like,to,have
to,have,eve's
have,eve's,hat
eve's,hat,<\s>
<s>,he,would
he,would,<\s>
<s>,go,see
go,see,if
see,if,he
if,he,would
he,would,like
would,like,to
like,to,have
to,have,it
have,it,on
it,on,<\s>
<s>,what's,wrong
what's,wrong,with
wrong,with,your
with,your,eye
your,eye,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,what,do
what,do,you
do,you,want
you,want,me
want,me,to
me,to,do
to,do,with
do,with,it
with,it,<\s>
<s>,hm,<\s>
<s>,what,do
what,do,you
do,you,want
you,want,me
want,me,to
me,to,do
to,do,with
do,with,it
with,it,<\s>
<s>,do,you
do,you,want
you,want,me
want,me,to
me,to,turn
to,turn,it
turn,it,for
it,for,you
for,you,<\s>
<s>,yes,there's
yes,there's,soldiers
there's,soldiers,on
soldiers,on,the
on,the,radio
the,radio,<\s>
<s>,there's,two
there's,two,soldiers
two,soldiers,<\s>
<s>,soldiers,<\s>
<s>,uhhuh,<\s>
<s>,two,soldiers
two,soldiers,<\s>
<s>,bring,it
bring,it,here
it,here,<\s>
<s>,what's,that
what's,that,<\s>
<s>,that's,jack
that's,jack,and
jack,and,jill
and,jill,<\s>
<s>,mr,fraser
mr,fraser,doesn't
fraser,doesn't,have
doesn't,have,a
have,a,hat
a,hat,darling
hat,darling,<\s>
<s>,he,doesn't
he,doesn't,have
doesn't,have,a
have,a,hat
a,hat,<\s>
<s>,eve,has
eve,has,a
has,a,hat
a,hat,<\s>
<s>,what,<\s>
<s>,oh,you're
oh,you're,gonna
you're,gonna,find
gonna,find,it
find,it,<\s>
<s>,oh,<\s>
<s>,hm,<\s>
<s>,want,me
want,me,to
me,to,turn
to,turn,it
turn,it,<\s>
<s>,there,<\s>
<s>,man,<\s>
<s>,who,is
who,is,that
is,that,man
that,man,<\s>
<s>,eve,<\s>
<s>,you're,eve
you're,eve,<\s>
<s>,what's,that
what's,that,man's
that,man's,name
man's,name,<\s>
<s>,oh,down
oh,down,<\s>
<s>,d,you
d,you,wanna
you,wanna,come
wanna,come,up
come,up,and
up,and,sit
and,sit,on
sit,on,my
on,my,lap
my,lap,<\s>
<s>,that'll,keep
that'll,keep,you
keep,you,busy
you,busy,<\s>
<s>,yes,<\s>
<s>,that'll,keep
that'll,keep,eve
keep,eve,busy
eve,busy,<\s>
<s>,there,you
there,you,write
you,write,a
write,a,letter
a,letter,<\s>
<s>,okay,man
okay,man,a
man,a,pencil
a,pencil,<\s>
<s>,no,that's
no,that's,eve's
that's,eve's,pencil
eve's,pencil,<\s>
<s>,that's,your
that's,your,pencil
your,pencil,<\s>
<s>,you,write
you,write,with
write,with,it
with,it,<\s>
<s>,the,man's
the,man's,writing
man's,writing,with
writing,with,this
with,this,pencil
this,pencil,<\s>
<s>,what_about,the
what_about,the,man
the,man,<\s>
<s>,he,wanted
he,wanted,to
wanted,to,see
to,see,you
see,you,<\s>
<s>,he,did
he,did,<\s>
<s>,well,what
well,what,are
what,are,you
are,you,doing
you,doing,in
doing,in,the
in,the,corner
the,corner,<\s>
<s>,what,<\s>
<s>,oh,you're
oh,you're,going
you're,going,to
going,to,read
to,read,<\s>
<s>,alright,<\s>
<s>,you,sit
you,sit,in
sit,in,the
in,the,corner
the,corner,and
corner,and,read
and,read,<\s>
<s>,yes,<\s>
<s>,there's,lots_of
there's,lots_of,shoes
lots_of,shoes,in
shoes,in,that
in,that,book
that,book,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,yes,shoe
yes,shoe,<\s>
<s>,your,what
your,what,<\s>
<s>,mommy's,book
mommy's,book,<\s>
<s>,no,that's
no,that's,eve's
that's,eve's,book
eve's,book,<\s>
<s>,yes,that's
yes,that's,racketyboom
that's,racketyboom,<\s>
<s>,yes,that's
yes,that's,racketyboom
that's,racketyboom,<\s>
<s>,no,mommy's
no,mommy's,not
mommy's,not,gonna
not,gonna,read
gonna,read,<\s>
<s>,eve,read
eve,read,book
read,book,<\s>
<s>,you,read
you,read,the
read,the,book
the,book,<\s>
<s>,no,mommy
no,mommy,can't
mommy,can't,read
can't,read,<\s>
<s>,mommy's,busy
mommy's,busy,<\s>
<s>,eve,read
eve,read,<\s>
<s>,yes,you
yes,you,read
you,read,about
read,about,the
about,the,choo
the,choo,<\s>
<s>,mommy'll,read
mommy'll,read,later
read,later,<\s>
<s>,i'll,read
i'll,read,to
read,to,you
to,you,later
you,later,<\s>
<s>,come,<\s>
<s>,where're,you
where're,you,going
you,going,<\s>
<s>,oh,the
oh,the,choo
the,choo,coming
choo,coming,<\s>
<s>,what,<\s>
<s>,you,want
you,want,some
want,some,milk
some,milk,<\s>
<s>,we'll,have
we'll,have,milk
have,milk,for
milk,for,lunch
for,lunch,<\s>
<s>,cup,<\s>
<s>,that's,not
that's,not,a
not,a,cup
a,cup,<\s>
<s>,that's,the
that's,the,top
the,top,<\s>
<s>,that's,the
that's,the,top
the,top,to
top,to,a
to,a,jar
a,jar,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,what,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,what,is
what,is,it
is,it,<\s>
<s>,quack,quack
quack,quack,<\s>
<s>,yes,<\s>
<s>,the,ducks
the,ducks,say
ducks,say,what
say,what,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,what,<\s>
<s>,radio,<\s>
<s>,what'll,you
what'll,you,do
you,do,with
do,with,it
with,it,<\s>
<s>,hat,<\s>
<s>,where,is
where,is,your
is,your,hat
your,hat,<\s>
<s>,i,don't
i,don't,have
don't,have,it
have,it,<\s>
<s>,go,find
go,find,it
find,it,<\s>
<s>,go,find
go,find,your
find,your,hat
your,hat,<\s>
<s>,oh,that's
oh,that's,so
that's,so,pretty
so,pretty,<\s>
<s>,what,do
what,do,you
do,you,want
you,want,me
want,me,to
me,to,do
to,do,<\s>
<s>,yeah,<\s>
<s>,okay,<\s>
<s>,book,<\s>
<s>,is,that
is,that,racketyboom
that,racketyboom,<\s>
<s>,why,don't
why,don't,you
don't,you,put
you,put,racketyboom
put,racketyboom,back
racketyboom,back,in
back,in,the
in,the,toy
the,toy,box
toy,box,<\s>
<s>,i'm,tired
i'm,tired,of
tired,of,stepping
of,stepping,on
stepping,on,it
on,it,<\s>
<s>,stool,<\s>
<s>,yes,<\s>
<s>,you,going
you,going,to
going,to,sit
to,sit,on
sit,on,that
on,that,stool
that,stool,<\s>
<s>,no,the
no,the,man'll
the,man'll,sit
man'll,sit,in
sit,in,the
in,the,chair
the,chair,<\s>
<s>,what,<\s>
<s>,what,are
what,are,you
are,you,doing
you,doing,<\s>
<s>,who's,sitting
who's,sitting,<\s>
<s>,neil,<\s>
<s>,no,neil's
no,neil's,not
neil's,not,going
not,going,to
going,to,sit
to,sit,<\s>
<s>,no,<\s>
<s>,no,eve's
no,eve's,sitting
eve's,sitting,on
sitting,on,the
on,the,stool
the,stool,<\s>
<s>,neil,<\s>
<s>,no,neil
no,neil,doesn't
neil,doesn't,sit
doesn't,sit,on
sit,on,the
on,the,stool
the,stool,<\s>
<s>,get,what
get,what,<\s>
<s>,get,what
get,what,<\s>
<s>,that,<\s>
<s>,what,this
what,this,<\s>
<s>,is,that
is,that,what
that,what,you
what,you,want
you,want,<\s>
<s>,what,<\s>
<s>,neil,sit
neil,sit,<\s>
<s>,good,girl
good,girl,<\s>
<s>,yes,that
yes,that,was
that,was,a
was,a,good
a,good,girl
good,girl,<\s>
<s>,what,are
what,are,you
are,you,doing
you,doing,<\s>
<s>,that's,a
that's,a,seat
a,seat,<\s>
<s>,that's,eve's
that's,eve's,seat
eve's,seat,<\s>
<s>,yes,eve's
yes,eve's,seat
eve's,seat,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,farmer,and
farmer,and,what
and,what,else
what,else,<\s>
<s>,sambo,<\s>
<s>,no,you
no,you,read
you,read,sambo
read,sambo,<\s>
<s>,because,i'm
because,i'm,busy
i'm,busy,<\s>
<s>,i'm,making
i'm,making,lunch
making,lunch,<\s>
<s>,what,did
what,did,you
did,you,do
you,do,<\s>
<s>,yes,you
yes,you,hit
you,hit,your
hit,your,head
your,head,<\s>
<s>,what,do
what,do,you
do,you,want
you,want,<\s>
<s>,paper,<\s>
<s>,that's,my
that's,my,paper
my,paper,<\s>
<s>,your,paper's
your,paper's,on
paper's,on,the
on,the,table
the,table,<\s>
<s>,you,go
you,go,xxx
go,xxx,the
xxx,the,other
the,other,paper
other,paper,<\s>
<s>,you,go
you,go,write
go,write,on
write,on,your
on,your,paper
your,paper,<\s>
<s>,want,come
want,come,up
come,up,<\s>
<s>,how_about,your
how_about,your,diaper
your,diaper,<\s>
<s>,do,we
do,we,have_to
we,have_to,change
have_to,change,your
change,your,diaper
your,diaper,<\s>
<s>,yes,why
yes,why,don't
why,don't,you
don't,you,go
you,go,and
go,and,lay
and,lay,down
lay,down,on
down,on,the
on,the,floor
the,floor,<\s>
<s>,you,can't
you,can't,lay
can't,lay,on
lay,on,the
on,the,stool
the,stool,<\s>
<s>,you,can't
you,can't,lay
can't,lay,down
lay,down,on
down,on,the
on,the,stool
the,stool,<\s>
<s>,yes,eve
yes,eve,can
eve,can,write
can,write,too
write,too,<\s>
<s>,okay,<\s>
<s>,you,go
you,go,write
go,write,on
write,on,the
on,the,paper
the,paper,<\s>
<s>,write,on
write,on,the
on,the,paper
the,paper,<\s>
<s>,i'm,going
i'm,going,upstairs
going,upstairs,<\s>
<s>,i'll,be
i'll,be,right
be,right,back
right,back,<\s>
<s>,there,<\s>
<s>,what's,that
what's,that,<\s>
<s>,read,<\s>
<s>,you,read
you,read,<\s>
<s>,yes,we're
yes,we're,going
we're,going,to
going,to,have
to,have,cheese
have,cheese,for
cheese,for,lunch
for,lunch,<\s>
<s>,can,you
can,you,get
you,get,your
get,your,chair
your,chair,<\s>
<s>,give,me
give,me,the
me,the,cheese
the,cheese,<\s>
<s>,you,move
you,move,your
move,your,chair
your,chair,around
chair,around,and
around,and,have
and,have,lunch
have,lunch,<\s>
<s>,m,<\s>
<s>,no,<\s>
<s>,the,man's
the,man's,going
man's,going,to
going,to,have
to,have,coffee
have,coffee,<\s>
<s>,m,<\s>
<s>,the,man's
the,man's,writing
man's,writing,<\s>
<s>,that,<\s>
<s>,m,<\s>
<s>,what,<\s>
<s>,yes,that's
yes,that's,soup
that's,soup,<\s>
<s>,that's,pudding
that's,pudding,<\s>
<s>,uhhuh,<\s>
<s>,that's,eve's
that's,eve's,pudding
eve's,pudding,<\s>
<s>,i'm,going
i'm,going,to
going,to,the
to,the,basement
the,basement,and
basement,and,i'll
and,i'll,be
i'll,be,right
be,right,back
right,back,<\s>
<s>,what,<\s>
<s>,that's,pudding
that's,pudding,<\s>
<s>,d,you
d,you,like
you,like,it
like,it,<\s>
<s>,it's,good
it's,good,<\s>
<s>,that's,a
that's,a,tape
a,tape,<\s>
<s>,tape,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,that's,the
that's,the,man's
the,man's,tape
man's,tape,<\s>
<s>,more,what
more,what,<\s>
<s>,soup,soup
soup,soup,<\s>
<s>,you,have
you,have,soup
have,soup,<\s>
<s>,more,pudding
more,pudding,<\s>
<s>,more,pudding
more,pudding,is
pudding,is,that
is,that,what
that,what,you
what,you,want
you,want,<\s>
<s>,more,pudding
more,pudding,<\s>
<s>,more,pudding
more,pudding,<\s>
<s>,give,the
give,the,man
the,man,a
man,a,cracker
a,cracker,<\s>
<s>,oh,tape
oh,tape,<\s>
<s>,tape,<\s>
<s>,yes,<\s>
<s>,tape,<\s>
<s>,yes,<\s>
<s>,m,<\s>
<s>,down,<\s>
<s>,are,you
are,you,all
you,all,done
all,done,<\s>
<s>,would,you
would,you,like
you,like,a
like,a,piece
a,piece,of
piece,of,apple
of,apple,<\s>
<s>,no,<\s>
<s>,you,don't
you,don't,want
don't,want,apple
want,apple,<\s>
<s>,how_about,a
how_about,a,bit
a,bit,of
bit,of,peanut
of,peanut,<\s>
<s>,what,d
what,d,you
d,you,want
you,want,<\s>
<s>,what,<\s>
<s>,you,don
you,don,want
don,want,anything
want,anything,else
anything,else,to
else,to,eat
to,eat,<\s>
<s>,sure,<\s>
<s>,piece,of
piece,of,celery
of,celery,<\s>
<s>,you'd,like
you'd,like,a
like,a,piece
a,piece,of
piece,of,celery
of,celery,<\s>
<s>,you,may
you,may,get
may,get,down
get,down,and
down,and,eat
and,eat,the
eat,the,celery
the,celery,yes
celery,yes,<\s>
<s>,dolly,celery
dolly,celery,<\s>
<s>,the,dolly
the,dolly,eats
dolly,eats,his
eats,his,celery
his,celery,<\s>
<s>,does,she
does,she,like
she,like,it
like,it,<\s>
<s>,what,are
what,are,you
are,you,doing
you,doing,<\s>
<s>,no,more
no,more,celery
more,celery,<\s>
<s>,alright,<\s>
<s>,man,have
man,have,what
have,what,<\s>
<s>,dolly,what
dolly,what,<\s>
<s>,what,<\s>
<s>,what,<\s>
<s>,what,is
what,is,it
is,it,<\s>
<s>,what,do
what,do,you
do,you,want
you,want,<\s>
<s>,find,what
find,what,<\s>
<s>,what,<\s>
<s>,eve,there
eve,there,are
there,are,a_lot_of
are,a_lot_of,things
a_lot_of,things,in
things,in,there
in,there,<\s>
<s>,do,you
do,you,want
you,want,this
want,this,<\s>
<s>,do,you
do,you,want
you,want,dolly's
want,dolly's,shoe
dolly's,shoe,<\s>
<s>,where's,the
where's,the,other
the,other,one
other,one,<\s>
<s>,where's,the
where's,the,other
the,other,shoe
other,shoe,<\s>
<s>,yes,we'll
yes,we'll,find
we'll,find,it
find,it,<\s>
<s>,where's,dolly's
where's,dolly's,other
dolly's,other,<\s>
<s>,oh,dolly's
oh,dolly's,other
dolly's,other,shoe
other,shoe,is
shoe,is,on
is,on,her
on,her,foot
her,foot,<\s>
<s>,dolly,has
dolly,has,her
has,her,other
her,other,shoe
other,shoe,<\s>
<s>,yes,<\s>
<s>,you,put
you,put,that
put,that,shoe
that,shoe,on
shoe,on,dolly
on,dolly,<\s>
<s>,uhhuh,<\s>
<s>,yes,that's
yes,that's,dolly's
that's,dolly's,shoe
dolly's,shoe,<\s>
<s>,did,you
did,you,put
you,put,dolly's
put,dolly's,shoes
dolly's,shoes,on
shoes,on,<\s>
<s>,you,are
you,are,good
are,good,<\s>
<s>,yes,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,spool,<\s>
<s>,where's,the
where's,the,top
the,top,<\s>
<s>,there,isn't
there,isn't,a
isn't,a,top
a,top,for
top,for,that
for,that,<\s>
<s>,there,is
there,is,no
is,no,top
no,top,<\s>
<s>,well,we
well,we,can't
we,can't,find
can't,find,it
find,it,there
it,there,isn't
there,isn't,one
isn't,one,<\s>
<s>,what,is
what,is,that
is,that,<\s>
<s>,not,your
not,your,spoon
your,spoon,<\s>
<s>,that's,the
that's,the,man's
the,man's,spoon
man's,spoon,<\s>
<s>,yes,it
yes,it,belongs
it,belongs,to
belongs,to,the
to,the,man
the,man,<\s>
<s>,that's,the
that's,the,man's
the,man's,spoon
man's,spoon,<\s>
<s>,the,man
the,man,stirs
man,stirs,his
stirs,his,coffee
his,coffee,with
coffee,with,the
with,the,spoon
the,spoon,<\s>
<s>,you,go
you,go,and
go,and,get
and,get,the
get,the,napkin
the,napkin,<\s>
<s>,get,the
get,the,napkin
the,napkin,<\s>
<s>,that's,it
that's,it,<\s>
<s>,you,bring
you,bring,it
bring,it,to
it,to,the
to,the,kitchen
the,kitchen,<\s>
<s>,oh,thank_you
oh,thank_you,<\s>
<s>,what,<\s>
<s>,well,let's
well,let's,see
let's,see,if
see,if,we
if,we,can
we,can,find
can,find,the
find,the,top
the,top,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,good,<\s>
<s>,does,it
does,it,taste
it,taste,good
taste,good,<\s>
<s>,don't,think
don't,think,the
think,the,man
the,man,wants
man,wants,to
wants,to,taste
to,taste,it
taste,it,<\s>
<s>,no,the
no,the,man
the,man,doesn't
man,doesn't,want
doesn't,want,to
want,to,taste
to,taste,it
taste,it,<\s>
<s>,well,because
well,because,you've
because,you've,had
you've,had,it
had,it,in
it,in,your
in,your,mouth
your,mouth,<\s>
<s>,yes,mouth
yes,mouth,<\s>
<s>,be,careful
be,careful,<\s>
<s>,man,what
man,what,<\s>
<s>,man,taste
man,taste,it
taste,it,<\s>
<s>,i'm,not
i'm,not,sure
not,sure,<\s>
<s>,no,i'm
no,i'm,not
i'm,not,sure
not,sure,<\s>
<s>,yes,<\s>
<s>,okay,<\s>
<s>,change,your
change,your,record
your,record,would
record,would,you
would,you,please
you,please,<\s>
<s>,yes,you
yes,you,have
you,have,the
have,the,top
the,top,xxx
top,xxx,on
xxx,on,the
on,the,table
the,table,<\s>
<s>,that's,not
that's,not,the
not,the,table
the,table,that's
table,that's,the
that's,the,fireplace
the,fireplace,<\s>
<s>,that's,the
that's,the,fireplace
the,fireplace,<\s>
<s>,yes,<\s>
<s>,you're,gonna
you're,gonna,call
gonna,call,granma
call,granma,<\s>
<s>,yes,you
yes,you,called
you,called,granma
called,granma,<\s>
<s>,let's,put
let's,put,the
put,the,books
the,books,in
books,in,the
in,the,basket
the,basket,<\s>
<s>,what,<\s>
<s>,will,mommy
will,mommy,put
mommy,put,them
put,them,in
them,in,the
in,the,basket
the,basket,<\s>
<s>,could,you
could,you,get
you,get,the
get,the,other
the,other,books
other,books,<\s>
<s>,you,get
you,get,the
get,the,other
the,other,books
other,books,an
books,an,we'll
an,we'll,put
we'll,put,them
put,them,in
them,in,the
in,the,basket
the,basket,<\s>
<s>,yes,<\s>
<s>,are,there
are,there,any
there,any,in
any,in,the
in,the,kitchen
the,kitchen,<\s>
<s>,you,look
you,look,in
look,in,the
in,the,kitchen
the,kitchen,<\s>
<s>,aren't,there
aren't,there,any
there,any,books
any,books,out
books,out,there
out,there,<\s>
<s>,would,you
would,you,bring
you,bring,them
bring,them,here
them,here,please
here,please,<\s>
<s>,oh,but
oh,but,there
but,there,aren't
there,aren't,any
aren't,any,there
any,there,<\s>
<s>,alright,<\s>
<s>,oh,do
oh,do,you
do,you,want
you,want,a
want,a,pencil
a,pencil,too
pencil,too,<\s>
<s>,let,me
let,me,see
me,see,if
see,if,i
if,i,can
i,can,find
can,find,you
find,you,a
you,a,pencil
a,pencil,there
pencil,there,<\s>
<s>,that's,cromer
that's,cromer,<\s>
<s>,what,<\s>
<s>,yes,the
yes,the,coffee's
the,coffee's,coming
coffee's,coming,<\s>
<s>,we're,going
we're,going,to
going,to,have
to,have,coffee
have,coffee,in
coffee,in,just
in,just,a
just,a,minute
a,minute,<\s>
<s>,o,<\s>
<s>,that's,very
that's,very,very
very,very,good
very,good,<\s>
<s>,it's,becky
it's,becky,<\s>
<s>,yes,<\s>
<s>,becky's,up
becky's,up,there
up,there,<\s>
<s>,becky's,home
becky's,home,yes
home,yes,<\s>
<s>,what,are
what,are,you
are,you,writing
you,writing,<\s>
<s>,what,<\s>
<s>,oh,you
oh,you,want
you,want,a
want,a,letter
a,letter,on
letter,on,your
on,your,arm
your,arm,<\s>
<s>,oh,alright
oh,alright,<\s>
<s>,what,did
what,did,you
did,you,do
you,do,<\s>
<s>,what,<\s>
<s>,did,you
did,you,hit
you,hit,your
hit,your,head
your,head,<\s>
<s>,what,happened
what,happened,<\s>
<s>,you,fall
you,fall,<\s>
<s>,oh,<\s>
<s>,what,do
what,do,you
do,you,want
you,want,<\s>
<s>,how_about,a
how_about,a,glass
a,glass,of
glass,of,juice
of,juice,<\s>
<s>,would,that
would,that,be
that,be,better
be,better,<\s>
<s>,alright,<\s>
<s>,xxx,<\s>
<s>,oh,you
oh,you,want
you,want,it
want,it,in
it,in,a
in,a,cup
a,cup,<\s>
<s>,alright,<\s>
<s>,there,<\s>
<s>,you,having
you,having,juice
having,juice,<\s>
<s>,you,want
you,want,more
want,more,juice
more,juice,<\s>
<s>,alright,<\s>
<s>,you,have
you,have,a
have,a,cough
a,cough,<\s>
<s>,i'm,going
i'm,going,to
going,to,go
to,go,to
go,to,the
to,the,basement
the,basement,<\s>
<s>,i'll,be
i'll,be,right
be,right,back
right,back,<\s>
<s>,you,stay
you,stay,here
stay,here,and
here,and,talk
and,talk,to
talk,to,mr
to,mr,fraser
mr,fraser,and
fraser,and,mr
and,mr,cromer
mr,cromer,<\s>
<s>,yes,it
yes,it,was
it,was,a
was,a,man
a,man,<\s>
<s>,i'll,be
i'll,be,right
be,right,back
right,back,<\s>
<s>,banjo,<\s>
<s>,is,that
is,that,your
that,your,banjo
your,banjo,<\s>
