0,1
<s>,yes
yes,yes
yes,yes
yes,yes
yes,yes
yes,<\s>
<s>,nomi
nomi,what
what,does
does,a
a,kitty
kitty,say
say,<\s>
<s>,kitty
kitty,<\s>
<s>,what
what,does
does,a
a,kitty
kitty,say
say,<\s>
<s>,kitty
kitty,says
says,meow
meow,<\s>
<s>,meow
meow,meow
meow,meow
meow,<\s>
<s>,hi
hi,<\s>
<s>,hi
hi,<\s>
<s>,hi
hi,<\s>
<s>,dripping
dripping,isn't
isn't,it
it,<\s>
<s>,dripping
dripping,<\s>
<s>,drip
drip,drip
drip,drip
drip,<\s>
<s>,whoopsie
whoopsie,<\s>
<s>,it
it,fell
fell,right
right,off
off,didn't
didn't,it
it,<\s>
<s>,it
it,fell
fell,right
right,off
off,<\s>
<s>,don't
don't,you
you,put
put,that
that,on
on,my
my,hair
hair,you
you,<\s>
<s>,no
no,don't
don't,you
you,put
put,that
that,on
on,my
my,hair
hair,<\s>
<s>,yeah
yeah,<\s>
<s>,you
you,finish
finish,it
it,up
up,<\s>
<s>,oh
oh,all_gone
all_gone,<\s>
<s>,all_gone
all_gone,<\s>
<s>,all_gone
all_gone,<\s>
<s>,all_gone
all_gone,<\s>
<s>,wash
wash,your
your,hands
hands,off
off,<\s>
<s>,sticky
sticky,<\s>
<s>,come
come,here
here,and
and,look
look,at
at,the
the,book
book,with
with,mommy
mommy,<\s>
<s>,come
come,look
look,at
at,the
the,picture
picture,of
of,the
the,horse
horse,<\s>
<s>,what's
what's,that
that,honey
honey,<\s>
<s>,what's
what's,that
that,<\s>
<s>,hm
hm,what's
what's,that
that,<\s>
<s>,remember
remember,<\s>
<s>,who
who,<\s>
<s>,remember
remember,<\s>
<s>,hunm
hunm,horsie
horsie,horsie
horsie,<\s>
<s>,that's
that's,horsie
horsie,<\s>
<s>,and
and,what
what,does
does,the
the,horsie
horsie,say
say,<\s>
<s>,do
do,you
you,remember
remember,what
what,the
the,horsie
horsie,says
says,<\s>
<s>,no
no,horsie
horsie,says
says,eheeheeheehee
eheeheeheehee,<\s>
<s>,try
try,it
it,honey
honey,heeheeheeheeheehee
heeheeheeheeheehee,<\s>
<s>,yes
yes,that
that,is
is,what
what,the
the,horsie
horsie,says
says,<\s>
<s>,neheeheeheeheehee
neheeheeheeheehee,<\s>
<s>,and
and,what
what,is
is,this
this,a
a,piggie
piggie,<\s>
<s>,piggie
piggie,right
right,<\s>
<s>,what's
what's,a
a,piggie
piggie,say
say,<\s>
<s>,what
what,does
does,the
the,piggie
piggie,say
say,<\s>
<s>,piggie
piggie,says
says,oink
oink,oink
oink,<\s>
<s>,yes
yes,and
and,these
these,are
are,chickies
chickies,<\s>
<s>,and
and,what
what,does
does,a
a,chickie
chickie,say
say,<\s>
<s>,what
what,does
does,the
the,chickie
chickie,say
say,sweetie
sweetie,<\s>
<s>,no
no,the
the,chickie
chickie,says
says,peep
peep,peep
peep,peep
peep,<\s>
<s>,right
right,<\s>
<s>,peep
peep,peep
peep,<\s>
<s>,that's
that's,what
what,the
the,piggie
piggie,says
says,oink
oink,oink
oink,yeah
yeah,<\s>
<s>,these
these,are
are,flowers
flowers,<\s>
<s>,flowers
flowers,smell
smell,the
the,flowers
flowers,<\s>
<s>,oh
oh,do
do,they
they,smell
smell,nice
nice,<\s>
<s>,do
do,they
they,smell
smell,pretty
pretty,<\s>
<s>,here's
here's,the
the,horsie
horsie,<\s>
<s>,oink
oink,oink
oink,here's
here's,a
a,hat
hat,<\s>
<s>,hat
hat,yes
yes,<\s>
<s>,a
a,cow
cow,<\s>
<s>,ahhah
ahhah,and
and,a
a,cow
cow,says
says,<\s>
<s>,that's
that's,right
right,moo
moo,<\s>
<s>,look
look,what
what,is
is,here
here,sweetie
sweetie,<\s>
<s>,a
a,house
house,<\s>
<s>,is
is,that
that,a
a,house
house,<\s>
<s>,that's
that's,a
a,house
house,<\s>
<s>,the
the,donkey
donkey,is
is,dancing
dancing,dancing
dancing,dancing
dancing,<\s>
<s>,see
see,the
the,baby
baby,<\s>
<s>,ahhah
ahhah,baby
baby,and
and,there's
there's,a
a,mommy
mommy,<\s>
<s>,mhm
mhm,mommy
mommy,and
and,a
a,daddy
daddy,<\s>
<s>,mhm
mhm,boy
boy,<\s>
<s>,mhm
mhm,and
and,girl
girl,<\s>
<s>,good
good,<\s>
<s>,girl
girl,yes
yes,<\s>
<s>,there's
there's,a
a,doggie
doggie,<\s>
<s>,what
what,does
does,the
the,doggie
doggie,say
say,<\s>
<s>,woof
woof,woof
woof,<\s>
<s>,yes
yes,and
and,here
here,is
is,a
a,kitty
kitty,<\s>
<s>,yes
yes,yes
yes,good
good,girl
girl,<\s>
<s>,okay
okay,sweetie
sweetie,let's
let's,look
look,at
at,the
the,book
book,some
some,more
more,<\s>
<s>,do
do,you
you,want
want,to
to,look
look,at
at,the
the,book
book,some
some,more
more,<\s>
<s>,yes
yes,good
good,<\s>
<s>,what
what,is
is,it
it,<\s>
<s>,is
is,the
the,horsie
horsie,being
being,careful
careful,<\s>
<s>,careful
careful,<\s>
<s>,down
down,<\s>
<s>,up
up,down
down,<\s>
<s>,up
up,down
down,<\s>
<s>,up
up,down
down,your
your,dancing
dancing,<\s>
<s>,are
are,you
you,dancing
dancing,nomi
nomi,<\s>
<s>,dancing
dancing,<\s>
<s>,want
want,to
to,give
give,mommy
mommy,a
a,hug
hug,<\s>
<s>,mommy
mommy,a
a,hug
hug,come
come,give
give,mommy
mommy,a
a,hug
hug,<\s>
<s>,give
give,me
me,a
a,kiss
kiss,and
and,i'll
i'll,get
get,the
the,xxx
xxx,for
for,you
you,<\s>
<s>,okay
okay,okay
okay,here's
here's,the
the,crayon
crayon,<\s>
<s>,do
do,you
you,want
want,a
a,crayon
crayon,<\s>
<s>,okay
okay,<\s>
<s>,pret
pret,pretty
pretty,<\s>
<s>,where's
where's,the
the,baby
baby,<\s>
<s>,where's
where's,the
the,baby
baby,<\s>
<s>,there's
there's,the
the,hat
hat,<\s>
<s>,mhm
mhm,<\s>
<s>,no
no,it's
it's,a
a,baby
baby,<\s>
<s>,we
we,saw
saw,snow
snow,<\s>
<s>,mhm
mhm,snow
snow,at
at,the
the,window
window,huh
huh,<\s>
<s>,want
want,to
to,go
go,see
see,the
the,snow
snow,<\s>
<s>,snow
snow,yes
yes,pretty
pretty,snow
snow,<\s>
<s>,see
see,want
want,me
me,to
to,wash
wash,your
your,teeth
teeth,<\s>
<s>,here
here,<\s>
<s>,okay
okay,come
come,on
on,let
let,me
me,get
get,you
you,xxx
xxx,here
here,sweetie
sweetie,now
now,<\s>
<s>,is
is,that
that,a
a,toy
toy,<\s>
<s>,what's
what's,that
that,honey
honey,<\s>
<s>,rock
rock,yes
yes,<\s>
<s>,rock
rock,<\s>
<s>,yes
yes,that
that,is
is,a
a,house
house,<\s>
<s>,block
block,<\s>
<s>,what
what,are
are,these
these,sweetheart
sweetheart,<\s>
<s>,glasses
glasses,<\s>
<s>,glasses
glasses,<\s>
<s>,uhhuh
uhhuh,<\s>
<s>,what
what,xxx
xxx,<\s>
<s>,birdie
birdie,<\s>
<s>,what's
what's,this
this,<\s>
<s>,horsie
horsie,right
right,want
want,to
to,build
build,a
a,tower
tower,<\s>
<s>,show
show,me
me,a
a,tower
tower,show
show,me
me,a
a,tower
tower,tower
tower,<\s>
<s>,what
what,me
me,to
to,help
help,<\s>
<s>,look
look,<\s>
<s>,i
i,put
put,that
that,down
down,the
the,wrong
wrong,way
way,<\s>
<s>,it's
it's,better
better,to
to,build
build,it
it,on
on,here
here,honey
honey,where
where,the
the,floor
floor,is
is,<\s>
<s>,better
better,to
to,not
not,do
do,it
it,on
on,the
the,rug
rug,how's
how's,that
that,sweetie
sweetie,<\s>
<s>,how's
how's,that
that,tower
tower,<\s>
<s>,is
is,that
that,alright
alright,<\s>
<s>,that's
that's,a
a,kitty
kitty,huh
huh,<\s>
<s>,what
what,are
are,those
those,kitties
kitties,eating
eating,sweetie
sweetie,<\s>
<s>,what
what,are
are,they
they,eating
eating,<\s>
<s>,what
what,do
do,kitties
kitties,eat
eat,<\s>
<s>,kitties
kitties,eat
eat,milk
milk,<\s>
<s>,kitties
kitties,eat
eat,milk
milk,<\s>
<s>,milk
milk,kitties
kitties,eat
eat,cheese
cheese,<\s>
<s>,cheese
cheese,yeah
yeah,<\s>
<s>,that's
that's,a
a,<\s>
<s>,who's
who's,that
that,sweetie
sweetie,<\s>
<s>,there
there,is
is,a
a,car
car,out
out,there
there,<\s>
<s>,look
look,look
look,look
look,there
there,is
is,a
a,car
car,<\s>
<s>,you
you,can
can,see
see,a
a,car
car,out
out,that
that,window
window,<\s>
<s>,look
look,who
who,is
is,that
that,<\s>
<s>,yes
yes,daddy
daddy,<\s>
<s>,look
look,he
he,is
is,going
going,to
to,get
get,out_of
out_of,the
the,car
car,<\s>
<s>,he
he,is
is,going
going,to
to,turn
turn,off
off,the
the,lights
lights,<\s>
<s>,lights
lights,<\s>
<s>,daddy
daddy,go
go,see
see,daddy
daddy,<\s>
<s>,go
go,to
to,the
the,door
door,honey
honey,<\s>
<s>,go
go,to
to,the
the,door
door,in
in,the
the,kitchen
kitchen,in
in,the
the,kitchen
kitchen,honey
honey,<\s>
<s>,go
go,in
in,the
the,kitchen
kitchen,and
and,see
see,daddy
daddy,<\s>
<s>,go
go,see
see,daddy
daddy,okay
okay,naomi
naomi,say
say,something
something,<\s>
<s>,who
who,is
is,that
that,<\s>
<s>,what's
what's,this
this,<\s>
<s>,yes
yes,ah
ah,ah
ah,xxx
xxx,pretty
pretty,huh
huh,<\s>
<s>,put
put,baby
baby,night_night
night_night,honey
honey,<\s>
<s>,that's
that's,good
good,i
i,can
can,plug
plug,it
it,right
right,in
in,here
here,<\s>
<s>,no
no,walrus
walrus,naomi
naomi,<\s>
<s>,that's
that's,a
a,walrus
walrus,<\s>
<s>,walrus
walrus,<\s>
<s>,squirrel
squirrel,<\s>
<s>,no
no,<\s>
<s>,i
i,can
can,put
put,a
a,xxx
xxx,in
in,here
here,too
too,now
now,i
i,think
think,<\s>
<s>,oh
oh,that
that,was
was,good
good,she
she,got
got,all
all,<\s>
<s>,goldie
goldie,<\s>
<s>,oh
oh,<\s>
<s>,what
what,are
are,you
you,doing
doing,nomi
nomi,<\s>
<s>,whatcha
whatcha,what
what,are
are,you
you,doing
doing,<\s>
<s>,what's
what's,the
the,doggie
doggie,doing
doing,<\s>
<s>,is
is,the
the,doggie
doggie,smelling
smelling,<\s>
<s>,goldie
goldie,<\s>
<s>,doggie
doggie,yeah
yeah,<\s>
<s>,yeah
yeah,but
but,i
i,decided
decided,maybe
maybe,she
she,would
would,be
be,learning
learning,to
to,use
use,them
them,very
very,soon
soon,<\s>
<s>,okay
okay,get
get,the
the,green
green,one
one,nomi
nomi,<\s>
<s>,get
get,the
the,green
green,one
one,over
over,there
there,<\s>
<s>,there's
there's,one
one,more
more,<\s>
<s>,here's
here's,a
a,white
white,one
one,<\s>
<s>,oh
oh,yes
yes,<\s>
<s>,kitty
kitty,<\s>
<s>,did
did,you
you,leave
leave,the
the,other
other,slipper
slipper,outside
outside,nomi
nomi,<\s>
<s>,i'll
i'll,get
get,the
the,other
other,slipper
slipper,<\s>
<s>,monkey
monkey,<\s>
<s>,monkey
monkey,<\s>
<s>,if
if,you
you,want
want,to
to,call
call,it
it,that
that,it's
it's,fine
fine,with
with,me
me,<\s>
<s>,come
come,on
on,sweetie
sweetie,<\s>
<s>,come
come,on
on,in
in,here
here,<\s>
<s>,will
will,you
you,come
come,in
in,here
here,and
and,we
we,will
will,play
play,with
with,mouse
mouse,we'll
we'll,play
play,with
with,the
the,mouse
mouse,house
house,<\s>
<s>,come
come,on
on,play
play,with
with,the
the,mouse
mouse,house
house,<\s>
<s>,what's
what's,that
that,<\s>
<s>,what's
what's,that
that,<\s>
<s>,yes
yes,goldie
goldie,write
write,down
down,goldie
goldie,<\s>
<s>,daddy's
daddy's,going
going,to
to,bring
bring,the
the,paper
paper,honey
honey,<\s>
<s>,stay
stay,in
in,here
here,daddy's
daddy's,going
going,to
to,bring
bring,the
the,paper
paper,<\s>
<s>,there's
there's,the
the,paper
paper,honey
honey,and
and,the
the,book
book,<\s>
<s>,what's
what's,is
is,this
this,thing
thing,<\s>
<s>,what
what,are
are,those
those,<\s>
<s>,is
is,it
it,goldie
goldie,<\s>
<s>,here's
here's,goldie
goldie,<\s>
<s>,ah
ah,look
look,nomi
nomi,a
a,coloring
coloring,book
book,<\s>
<s>,what's
what's,this
this,<\s>
<s>,uh
uh,<\s>
<s>,um
um,kitty
kitty,<\s>
<s>,wagon
wagon,<\s>
<s>,mhm
mhm,<\s>
<s>,nomi
nomi,this
this,is
is,a
a,vase
vase,<\s>
<s>,can
can,you
you,say
say,that
that,<\s>
<s>,vase
vase,<\s>
<s>,this
this,is
is,a
a,windmill
windmill,<\s>
<s>,rabbit
rabbit,<\s>
<s>,kitty
kitty,<\s>
<s>,birdie
birdie,<\s>
<s>,how
how,does
does,the
the,birdie
birdie,go
go,<\s>
<s>,this
this,is
is,a
a,nut
nut,<\s>
<s>,uhhuh
uhhuh,<\s>
<s>,apple
apple,<\s>
<s>,kangaroo
kangaroo,kangaroo
kangaroo,<\s>
<s>,rabbit
rabbit,<\s>
<s>,rabbit
rabbit,<\s>
<s>,queen
queen,queen
queen,<\s>
<s>,owl
owl,<\s>
<s>,crane
crane,<\s>
<s>,birdie
birdie,<\s>
<s>,birdie
birdie,<\s>
<s>,get
get,down
down,<\s>
<s>,lie
lie,down
down,now
now,<\s>
<s>,duck
duck,says
says,quack
quack,<\s>
<s>,quack
quack,quack
quack,<\s>
<s>,quack
quack,<\s>
<s>,quack
quack,<\s>
<s>,quack
quack,quack
quack,<\s>
<s>,quack
quack,quack
quack,<\s>
<s>,what's
what's,this
this,nomi
nomi,<\s>
<s>,mhm
mhm,<\s>
<s>,flipper
flipper,<\s>
<s>,mhm
mhm,<\s>
<s>,what's
what's,this
this,honey
honey,<\s>
<s>,what's
what's,this
this,<\s>
<s>,boot
boot,<\s>
<s>,let's
let's,call
call,it
it,xxx
xxx,say
say,shoe
shoe,<\s>
<s>,shoe
shoe,<\s>
<s>,this
this,is
is,a
a,big
big,shoe
shoe,<\s>
<s>,shoe
shoe,<\s>
<s>,here's
here's,a
a,mouse
mouse,<\s>
<s>,spoon
spoon,where's
where's,the
the,spoon
spoon,<\s>
<s>,kitty
kitty,eating
eating,<\s>
<s>,what's
what's,the
the,kitty
kitty,eating
eating,<\s>
<s>,what's
what's,this
this,the
the,kitty
kitty,is
is,eating
eating,nomi
nomi,<\s>
<s>,what
what,is
is,it
it,<\s>
<s>,honey
honey,what
what,are
are,these
these,<\s>
<s>,like
like,mommy
mommy,has
has,on
on,<\s>
<s>,um
um,what
what,are
are,those
those,<\s>
<s>,um
um,what
what,are
are,they
they,<\s>
<s>,they
they,are
are,called
called,glasses
glasses,<\s>
<s>,glasses
glasses,<\s>
<s>,what
what,is
is,this
this,honey
honey,<\s>
<s>,what
what,is
is,this
this,<\s>
<s>,uhhuh
uhhuh,say
say,it
it,again
again,<\s>
<s>,what
what,is
is,it
it,<\s>
<s>,birdie
birdie,<\s>
<s>,good
good,and
and,the
the,birdie
birdie,says
says,<\s>
<s>,tweet
tweet,tweet
tweet,<\s>
<s>,good
good,<\s>
<s>,good
good,<\s>
<s>,what
what,is
is,this
this,<\s>
<s>,a
a,puppy
puppy,<\s>
<s>,puppy
puppy,<\s>
<s>,good
good,puppy
puppy,<\s>
<s>,okay
okay,<\s>
<s>,now
now,how
how,do
do,you
you,say
say,<\s>
<s>,blanket
blanket,<\s>
<s>,blanket
blanket,<\s>
<s>,okay
okay,say
say,it
it,again
again,<\s>
<s>,blanket
blanket,<\s>
<s>,okay
okay,blanket
blanket,<\s>
<s>,what
what,are
are,these
these,nomi
nomi,<\s>
<s>,okay
okay,piggie
piggie,<\s>
<s>,okay
okay,piggie
piggie,<\s>
<s>,i'm
i'm,trying
trying,to
to,get
get,words
words,with
with,b
b,and
and,p
p,now
now,<\s>
<s>,look
look,nomi
nomi,the
the,car
car,doesn't
doesn't,have
have,any
any,wheels
wheels,on
on,it
it,<\s>
<s>,the
the,car
car,doesn't
doesn't,have
have,any
any,wheels
wheels,it's
it's,broken
broken,<\s>
<s>,broken
broken,<\s>
<s>,say
say,it
it,again
again,sweetie
sweetie,<\s>
<s>,broken
broken,<\s>
<s>,uhhuh
uhhuh,<\s>
<s>,okay
okay,<\s>
<s>,tell
tell,me
me,again
again,what
what,is
is,this
this,<\s>
<s>,no
no,<\s>
<s>,blanket
blanket,<\s>
<s>,blanket
blanket,sweetie
sweetie,<\s>
<s>,blanket
blanket,<\s>
<s>,blanket
blanket,<\s>
<s>,uhhuh
uhhuh,button
button,<\s>
<s>,hug
hug,yeah
yeah,<\s>
<s>,hug
hug,<\s>
<s>,don't
don't,draw
draw,no
no,no
no,don't
don't,draw
draw,<\s>
<s>,no
no,no
no,<\s>
<s>,don't
don't,draw
draw,on
on,the
the,baby
baby,<\s>
<s>,don't
don't,you
you,draw
draw,on
on,the
the,baby
baby,<\s>
<s>,no
no,no
no,<\s>
<s>,kiss
kiss,baby
baby,<\s>
<s>,good
good,kiss
kiss,<\s>
<s>,baby
baby,hug
hug,<\s>
<s>,pillow
pillow,<\s>
<s>,pillow
pillow,<\s>
<s>,come
come,up
up,here
here,a
a,minute
minute,with
with,me
me,<\s>
<s>,i
i,want
want,to
to,hold
hold,you
you,for
for,a
a,minute
minute,<\s>
<s>,okay
okay,now
now,i
i,want
want,you
you,to
to,say
say,say
say,<\s>
<s>,blanket
blanket,<\s>
<s>,blanket
blanket,<\s>
<s>,say
say,<\s>
<s>,blanket
blanket,<\s>
<s>,okay
okay,now
now,say
say,<\s>
<s>,broken
broken,<\s>
<s>,broken
broken,<\s>
<s>,broken
broken,broken
broken,<\s>
<s>,okay
okay,now
now,say
say,blanket
blanket,again
again,<\s>
<s>,okay
okay,<\s>
<s>,good
good,baby
baby,<\s>
<s>,okay
okay,say
say,<\s>
<s>,baby
baby,<\s>
<s>,okay
okay,say
say,<\s>
<s>,pottie
pottie,<\s>
<s>,pottie
pottie,pottie
pottie,say
say,<\s>
<s>,pottie
pottie,<\s>
<s>,say
say,<\s>
<s>,pin
pin,<\s>
<s>,okay
okay,pin
pin,<\s>
<s>,say
say,<\s>
<s>,pen
pen,<\s>
<s>,no
no,say
say,<\s>
<s>,birdie
birdie,<\s>
<s>,get
get,down
down,okay
okay,<\s>
<s>,did
did,you
you,lose
lose,a
a,crayon
crayon,honey
honey,<\s>
<s>,let
let,me
me,see
see,<\s>
<s>,you
you,have
have,one
one,two
two,three
three,<\s>
<s>,that's
that's,right
right,<\s>
<s>,are
are,you
you,riding
riding,your
your,gogo
gogo,<\s>
<s>,gogo
gogo,<\s>
<s>,come
come,on
on,gogo
gogo,<\s>
<s>,alright
alright,nomi
nomi,i
i,want
want,you
you,to
to,nap
nap,now
now,<\s>
<s>,i
i,want
want,you
you,to
to,be
be,covered
covered,with
with,your
your,blanket
blanket,<\s>
<s>,no
no,no
no,lie
lie,down
down,sweetheart
sweetheart,lie
lie,down
down,<\s>
<s>,yes
yes,the
the,baby
baby,is
is,lying
lying,down
down,<\s>
<s>,no
no,you
you,lie
lie,down
down,too
too,<\s>
<s>,you
you,lie
lie,down
down,too
too,you
you,lie
lie,down
down,with
with,the
the,baby
baby,<\s>
<s>,nomi
nomi,lie
lie,down
down,too
too,<\s>
<s>,night_night
night_night,sweetie
sweetie,<\s>
<s>,i
i,think
think,nomi
nomi,is
is,tired
tired,<\s>
<s>,you
you,lie
lie,down
down,too
too,with
with,the
the,baby
baby,<\s>
<s>,put
put,your
your,head
head,down
down,<\s>
<s>,yes
yes,that's
that's,a
a,good
good,girl
girl,<\s>
<s>,one
one,mouse
mouse,<\s>
<s>,goldie
goldie,yeah
yeah,<\s>
<s>,goldie
goldie,<\s>
<s>,whoops
whoops,goldie
goldie,fell
fell,out
out,<\s>
<s>,lay
lay,down
down,<\s>
<s>,whoopsie
whoopsie,<\s>
<s>,whoopsie
whoopsie,goldie
goldie,fell
fell,down
down,again
again,<\s>
<s>,put
put,goldie
goldie,through
through,the
the,chimney
chimney,honey
honey,<\s>
<s>,put
put,goldie
goldie,through
through,the
the,chimney
chimney,<\s>
<s>,there's
there's,goldie
goldie,again
again,<\s>
<s>,put
put,goldie
goldie,through
through,the
the,chimney
chimney,honey
honey,put
put,goldie
goldie,through
through,the
the,chimney
chimney,<\s>
<s>,goldie
goldie,fell
fell,down
down,<\s>
<s>,poor
poor,goldie
goldie,<\s>
<s>,fell
fell,down
down,again
again,<\s>
<s>,here
here,let's
let's,put
put,it
it,like
like,this
this,so
so,she
she,won't
won't,fall
fall,again
again,<\s>
<s>,okay
okay,<\s>
<s>,there
there,she
she,goes
goes,<\s>
<s>,good
good,<\s>
<s>,goldie
goldie,just
just,doesn't
doesn't,want
want,to
to,sit
sit,in
in,there
there,does
does,she
she,<\s>
<s>,okay
okay,<\s>
<s>,now
now,here
here,<\s>
<s>,jerry
jerry,made
made,that
that,<\s>
<s>,jerry
jerry,<\s>
<s>,okay
okay,<\s>
<s>,xxx
xxx,good
good,<\s>
<s>,good
good,<\s>
<s>,okay
okay,that's
that's,nice
nice,<\s>
<s>,put
put,the
the,coat
coat,over
over,here
here,<\s>
<s>,leave
leave,it
it,over
over,here
here,while
while,we're
we're,not
not,using
using,it
it,<\s>
<s>,okay
okay,<\s>
<s>,okay
okay,<\s>
<s>,what
what,are
are,these
these,things
things,xxx
xxx,fish
fish,<\s>
<s>,there's
there's,the
the,fish
fish,<\s>
<s>,whose
whose,that
that,here
here,<\s>
<s>,whose
whose,that
that,here
here,<\s>
<s>,whose
whose,that
that,in
in,there
there,<\s>
<s>,that's
that's,nomi
nomi,<\s>
<s>,nomi
nomi,<\s>
<s>,do
do,you
you,have
have,the
the,slipper
slipper,<\s>
<s>,yes
yes,slipper
slipper,<\s>
<s>,that's
that's,xxx
xxx,slipper
slipper,<\s>
<s>,slipper
slipper,<\s>
<s>,what's
what's,this
this,nomi
nomi,<\s>
<s>,uhhuh
uhhuh,car
car,<\s>
<s>,xxx
xxx,the
the,little
little,drawer
drawer,<\s>
<s>,oh
oh,a
a,little
little,drawer
drawer,<\s>
<s>,look
look,at
at,that
that,<\s>
<s>,nothing
nothing,in
in,there
there,<\s>
<s>,it
it,is
is,empty
empty,<\s>
<s>,an
an,empty
empty,drawer
drawer,<\s>
<s>,empty
empty,<\s>
<s>,uhhuh
uhhuh,duck
duck,<\s>
<s>,duck
duck,<\s>
<s>,xxx
xxx,do
do,you
you,want
want,to
to,turn
turn,that
that,<\s>
<s>,that's
that's,neat
neat,huh
huh,<\s>
<s>,that's
that's,neat
neat,that
that,you
you,turn
turn,it
it,and
and,it
it,lets
lets,it
it,go
go,<\s>
<s>,oh
oh,oh
oh,look
look,at
at,it
it,spin
spin,<\s>
<s>,oh
oh,<\s>
<s>,be
be,careful
careful,now
now,you'll
you'll,hit
hit,your
your,head
head,<\s>
<s>,oh
oh,nomi
nomi,<\s>
<s>,no
no,<\s>
<s>,no
no,<\s>
<s>,do
do,you
you,want
want,to
to,beep
beep,<\s>
<s>,do
do,you
you,want
want,to
to,beep
beep,my
my,nose
nose,<\s>
<s>,beep
beep,<\s>
<s>,beep
beep,<\s>
<s>,no
no,<\s>
<s>,yes
yes,that
that,is
is,nomi
nomi,in
in,the
the,mirror
mirror,<\s>
<s>,nomi
nomi,<\s>
<s>,here
here,<\s>
<s>,where's
where's,the
the,birdie
birdie,<\s>
<s>,play
play,with
with,the
the,birdie
