0,1,2
plug,it,right
it,right,in
<s>,i,can
i,can,put
too,now,i
now,i,think
i,think,<\s>
was,good,she
good,she,got
she,got,all
what,are,you
are,you,doing
you,doing,nomi
what,are,you
are,you,doing
you,doing,<\s>
yeah,but,i
but,i,decided
i,decided,maybe
decided,maybe,she
maybe,she,would
she,would,be
to,use,them
use,them,very
them,very,soon
<s>,did,you
did,you,leave
you,leave,the
<s>,if,you
if,you,want
you,want,to
to,call,it
call,it,that
it,that,it's
fine,with,me
with,me,<\s>
<s>,will,you
will,you,come
you,come,in
here,and,we
and,we,will
we,will,play
<s>,is,it
is,it,goldie
it,goldie,<\s>
<s>,can,you
can,you,say
you,say,that
let's,call,it
call,it,xxx
it,xxx,say
what,is,it
is,it,<\s>
what,are,they
are,they,<\s>
<s>,they,are
they,are,called
uhhuh,say,it
say,it,again
it,again,<\s>
what,is,it
is,it,<\s>
how,do,you
do,you,say
you,say,<\s>
okay,say,it
say,it,again
it,again,<\s>
wheels,on,it
on,it,<\s>
<s>,say,it
say,it,again
it,again,sweetie
<s>,tell,me
tell,me,again
me,again,what
<s>,don't,you
don't,you,draw
you,draw,on
minute,with,me
with,me,<\s>
<s>,i,want
i,want,to
to,hold,you
hold,you,for
you,for,a
okay,now,i
now,i,want
i,want,you
i,want,you
want,you,to
you,to,say
<s>,did,you
did,you,lose
you,lose,a
<s>,let,me
let,me,see
me,see,<\s>
<s>,you,have
you,have,one
<s>,are,you
are,you,riding
you,riding,your
alright,nomi,i
nomi,i,want
i,want,you
i,want,you
want,you,to
you,to,nap
<s>,i,want
i,want,you
i,want,you
want,you,to
you,to,be
<s>,no,you
no,you,lie
you,lie,down
<s>,you,lie
you,lie,down
down,too,you
too,you,lie
you,lie,down
<s>,i,think
i,think,nomi
<s>,you,lie
you,lie,down
let's,put,it
put,it,like
it,like,this
this,so,she
so,she,won't
she,won't,fall
<s>,there,she
there,she,goes
she,goes,<\s>
there,does,she
does,she,<\s>
<s>,leave,it
leave,it,over
it,over,here
not,using,it
using,it,<\s>
<s>,do,you
do,you,have
you,have,the
<s>,it,is
it,is,empty
xxx,do,you
do,you,want
you,want,to
neat,that,you
that,you,turn
you,turn,it
you,turn,it
turn,it,and
it,and,it
and,it,lets
it,lets,it
lets,it,go
it,go,<\s>
look,at,it
at,it,spin
it,spin,<\s>
<s>,do,you
do,you,want
you,want,to
<s>,do,you
do,you,want
you,want,to
oh,tissue,you
tissue,you,want
you,want,<\s>
<s>,am,i
am,i,right
i,right,<\s>
tissue,for,you
for,you,<\s>
<s>,here,you
here,you,go
you,go,<\s>
tissue,for,you
for,you,<\s>
<s>,do,you
do,you,want
you,want,to
<s>,would,you
would,you,like
you,like,to
<s>,would,you
would,you,like
you,like,to
<s>,oh,you
oh,you,want
you,want,to
<s>,would,you
would,you,like
you,like,to
why,don't,you
don't,you,read
you,read,<\s>
<s>,what's,she
what's,she,doing
she,doing,<\s>
<s>,i,just
i,just,don't
don't,want,you
want,you,to
you,to,get
why,don't,we
don't,we,play
we,play,with
and,give,it
give,it,some
it,some,coffee
<s>,do,you
do,you,see
you,see,a
<s>,you,gonna
you,gonna,give
coffee,coffee,she
coffee,she,says
she,says,<\s>
<s>,are,we
are,we,ready
we,ready,to
now,do,you
do,you,want
you,want,any
nomi,can,i
can,i,have
i,have,some
<s>,can,i
can,i,have
i,have,some
<s>,you,can
you,can,get
<s>,oh,you
oh,you,got
you,got,stuck
dolly,do,you
do,you,want
you,want,<\s>
<s>,do,you
do,you,want
you,want,the
<s>,what's,he
what's,he,doing
he,doing,<\s>
what,are,they
are,they,doing
they,doing,<\s>
<s>,can,you
can,you,smell
you,smell,the
let's,put,it
put,it,over
it,over,here
and,let,it
let,it,rest
it,rest,<\s>
<s>,maybe,it
maybe,it,won't
it,won't,be
nomi,has,her
has,her,glasses
her,glasses,on
<s>,she,looks
she,looks,like
<s>,she,looks
she,looks,like
<s>,she,looks
she,looks,like
what,are,they
are,they,doing
they,doing,<\s>
no,nomi,you
nomi,you,can't
you,can't,walk
<s>,do,you
do,you,want
you,want,some
happen,when,you
when,you,put
you,put,your
you'll,get,it
get,it,all
it,all,damp
<s>,let,me
let,me,get
me,get,you
me,get,you
get,you,a
you,a,fresh
<s>,i,don't
i,don't,want
don't,want,you
want,you,to
you,to,get
<s>,i,don't
i,don't,want
don't,want,you
want,you,to
you,to,get
<s>,i,have_to
i,have_to,get
have_to,get,you
get,you,a
you,a,diaper
what,is,it
is,it,called
it,called,<\s>
<s>,nomi,you
nomi,you,say
you,say,nomi
nomi,when,i
when,i,say
i,say,<\s>
say,when,i
when,i,say
i,say,<\s>
how,can,i
can,i,take
i,take,my
how,can,i
can,i,take
i,take,my
<s>,say,it
say,it,<\s>
<s>,i,can't
i,can't,see
can't,see,her
see,her,<\s>
where,is,she
is,she,<\s>
where,is,she
is,she,<\s>
where,is,she
is,she,<\s>
<s>,is,she
is,she,a
she,a,creep
<s>,is,she
is,she,a
she,a,creep
wet,because,you
because,you,don't
you,don't,have
<s>,are,you
are,you,surprised
you,surprised,<\s>
don't,tear,it
tear,it,<\s>
you're,tearing,it
tearing,it,<\s>
don't,tear,it
tear,it,<\s>
<s>,let,me
let,me,attach
me,attach,you
me,attach,you
attach,you,<\s>
<s>,fasten,you
fasten,you,up
you,up,again
a,minute,you
minute,you,fall
you,fall,down
<s>,you,fall
you,fall,down
<s>,you,fall
you,fall,down
<s>,can,you
can,you,say
you,say,that
oh,is,it
is,it,cute
it,cute,<\s>
<s>,is,it
is,it,cute
it,cute,<\s>
<s>,oh,you
oh,you,<\s>
<s>,you,fell
you,fell,down
down,didn't,you
didn't,you,<\s>
oh,nomi,you
nomi,you,have
you,have,so
<s>,you,keep
you,keep,stepping
toys,don't,you
don't,you,<\s>
<s>,you,keep
you,keep,stepping
stepping,on,them
on,them,<\s>
nomi,can,you
can,you,find
you,find,the
<s>,do,you
do,you,want
you,want,to
<s>,you,lie
you,lie,in
several,of,them
of,them,to
them,to,get
<s>,here,i
here,i,come
i,come,with
yeah,well,you
well,you,lie
you,lie,down
<s>,you,want
you,want,a
tissue,don't,you
don't,you,tissue
you,tissue,we
you,tissue,we
tissue,we,should
we,should,dry
nomi,would,you
would,you,say
you,say,<\s>
<s>,are,you
are,you,going
you,going,to
to,tell,us
tell,us,when
us,when,you
us,when,you
when,you,have_to
you,have_to,tinkle
<s>,you,can
you,can,put
<s>,it,is
it,is,called
<s>,and,it
and,it,is
it,is,called
<s>,is,it
is,it,a
it,a,no
<s>,is,it
is,it,a
it,a,no
color,is,it
is,it,<\s>
<s>,is,it
is,it,black
it,black,<\s>
<s>,can,you
can,you,say
you,say,<\s>
<s>,can,you
can,you,say
you,say,<\s>
nomi,can,you
can,you,say
you,say,<\s>
<s>,can,you
can,you,say
you,say,<\s>
nomi,can,you
can,you,say
you,say,<\s>
<s>,i,found
i,found,the
<s>,did,you
did,you,hurt
you,hurt,your
<s>,you,got
you,got,a
<s>,did,you
did,you,hurt
you,hurt,your
<s>,oh,you
oh,you,fell
you,fell,down
<s>,would,you
would,you,like
you,like,to
don't,hit,it
hit,it,<\s>
don't,push,it
push,it,<\s>
<s>,it,makes
it,makes,it
makes,it,stop
it,stop,<\s>
it's,okay,it
okay,it,will
it,will,dry
<s>,tie,it
tie,it,<\s>
<s>,maybe,we
maybe,we,could
we,could,put
<s>,he,could
he,could,have
off,of,him
of,him,<\s>
<s>,now,you
now,you,can
you,can,put
<s>,now,you
now,you,can
you,can,get
<s>,you,want
you,want,it
you,want,it
want,it,off
it,off,<\s>
okay,want,it
want,it,off
it,off,<\s>
<s>,pull,them
pull,them,up
them,up,<\s>
<s>,is,he
is,he,sleeping
he,sleeping,do
sleeping,do,you
do,you,think
you,think,<\s>
<s>,okay,you
okay,you,can
you,can,take
can,take,them
take,them,off
them,off,<\s>
oh,sure,you
sure,you,can
you,can,honey
<s>,there,they
there,they,are
they,are,all
down,isn't,he
isn't,he,<\s>
<s>,tell,him
tell,him,not
him,not,to
<s>,tell,him
tell,him,not
him,not,to
smiling,isn't,he
isn't,he,<\s>
<s>,tell,him
tell,him,not
him,not,to
<s>,he,fell
he,fell,down
down,didn't,he
didn't,he,<\s>
<s>,tell,him
tell,him,not
him,not,to
big,isn't,it
isn't,it,<\s>
<s>,no,it
no,it,doesn't
it,doesn't,go
play,with,me
with,me,<\s>
babies,missed,you
missed,you,while
you,while,you
while,you,were
you,were,away
<s>,they,want
they,want,you
they,want,you
want,you,to
you,to,come
play,with,them
with,them,<\s>
<s>,see,you
see,you,later
you,later,<\s>
what,are,you
are,you,doing
you,doing,nomi
oh,would,you
would,you,like
you,like,to
<s>,do,you
do,you,want
you,want,to
<s>,oh,you
oh,you,found
you,found,the
why,don't,we
don't,we,take
we,take,the
the,one,you
one,you,have
you,have,on
why,don't,we
don't,we,take
we,take,it
we,take,it
take,it,off
it,off,<\s>
small,for,you
for,you,now
you,now,<\s>
<s>,you,going
you,going,to
<s>,would,you
would,you,let
you,let,mommy
<s>,see,you
see,you,later
you,later,<\s>
well,if,we
if,we,took
we,took,your
sleeper,off,we
off,we,could
we,could,put
<s>,we,could
we,could,put
<s>,something,you
something,you,have
you,have,never
boy,have,you
have,you,got
you,got,a
boy,have,you
have,you,got
you,got,a
will,help,you
help,you,honey
you,honey,mommy
will,help,you
help,you,honey
you,honey,<\s>
<s>,i,put
i,put,them
i,put,them
put,them,right
them,right,up
<s>,we,don't
we,don't,want
<s>,you,want
you,want,a
<s>,you,have_to
you,have_to,be
<s>,do,you
do,you,want
you,want,some
<s>,do,you
do,you,want
you,want,some
i'll,cut,it
cut,it,nomi
it,nomi,and
then,if,you
if,you,want
you,want,it
you,want,it
want,it,you
want,it,you
it,you,can
it,you,can
you,can,put
can,put,it
put,it,on
it,on,yourself
<s>,yesterday,you
yesterday,you,didn't
you,didn't,want
didn't,want,it
want,it,when
it,when,i
it,when,i
when,i,made
i,made,it
i,made,it
made,it,for
it,for,you
it,for,you
for,you,<\s>
<s>,you,have_to
you,have_to,just
<s>,sweetie,i
sweetie,i,don't
i,don't,want
don't,want,you
want,you,flopping
you,flopping,around
<s>,i,don't
i,don't,want
don't,want,you
want,you,flopping
you,flopping,around
<s>,i,didn't
i,didn't,put
<s>,do,you
do,you,know
you,know,what
know,what,you
what,you,would
you,would,like
yeah,what,you
what,you,would
you,would,like
what,do,you
do,you,like
you,like,to
<s>,is,it
is,it,good
it,good,honey
flower,on,it
on,it,<\s>
<s>,do,you
do,you,see
you,see,it
you,see,it
see,it,has
it,has,a
what,do,you
do,you,think
you,think,it
you,think,it
think,it,is
it,is,<\s>
<s>,do,you
do,you,want
you,want,more
have_to,get,it
get,it,<\s>
<s>,you,don't
you,don't,eat
don't,eat,it
eat,it,with
it,with,your
<s>,here,it
here,it,is
it,is,<\s>
that's,what,i
what,i,mean
i,mean,by
<s>,i,don't
i,don't,want
don't,want,you
want,you,flopping
you,flopping,around
<s>,i,don't
i,don't,want
don't,want,you
want,you,flopping
you,flopping,around
<s>,i,want
i,want,you
i,want,you
want,you,to
you,to,sit
<s>,i,don't
i,don't,want
don't,want,you
want,you,to
you,to,get
<s>,i,want
i,want,you
i,want,you
want,you,to
you,to,you
to,you,said
you,said,you
said,you,wanted
you,wanted,more
<s>,are,you
are,you,going
you,going,to
hang,onto,it
onto,it,this
it,this,time
<s>,would,you
would,you,like
you,like,some
flowers,on,it
on,it,<\s>
<s>,you,sleep
you,sleep,in
<s>,can,you
can,you,say
you,say,<\s>
<s>,you,banged
you,banged,your
you're,banging,it
banging,it,into
it,into,the
<s>,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,put
<s>,you,want
you,want,that
<s>,her,eyes
her,eyes,are
look,at,her
at,her,eyes
her,eyes,<\s>
<s>,do,you
do,you,know
you,know,what
<s>,where's,her
where's,her,smile
her,smile,<\s>
<s>,where's,her
where's,her,smile
her,smile,<\s>
<s>,do,you
do,you,know
you,know,what
nomi,can,you
can,you,say
you,say,<\s>
<s>,i,think
i,think,maybe
think,maybe,we
maybe,we,call
we,call,that
nomi,did,you
did,you,have
you,have,enough
<s>,you,were
you,were,all
good,that,you
that,you,can't
you,can't,you're
don't,open,it
open,it,<\s>
<s>,oh,you
oh,you,dropped
you,dropped,your
mommy,pull,them
pull,them,for
them,for,you
them,for,you
for,you,<\s>
<s>,they,won't
they,won't,last
baby,on,her
on,her,lap
her,lap,isn't
lap,isn't,she
isn't,she,<\s>
oh,does,it
does,it,want
it,want,to
<s>,oh,i
oh,i,think
i,think,nomi's
<s>,you,see
you,see,a
<s>,do,you
do,you,see
you,see,a
that's,what,you
what,you,said
you,said,was
<s>,do,you
do,you,know
you,know,where
<s>,show,me
show,me,the
me,the,mommy
<s>,show,me
show,me,some
me,some,toys
<s>,do,you
do,you,see
you,see,some
<s>,show,me
show,me,some
me,some,toys
<s>,show,me
show,me,some
me,some,toys
<s>,do,you
do,you,see
you,see,a
<s>,do,you
do,you,see
you,see,a
<s>,show,me
show,me,where
me,where,it
me,where,it
where,it,is
it,is,<\s>
<s>,can,you
can,you,point
you,point,<\s>
<s>,can,you
can,you,point
you,point,nomi
<s>,do,you
do,you,know
you,know,how
<s>,there,it
there,it,is
it,is,<\s>
<s>,is,it
is,it,sad
it,sad,<\s>
<s>,i,don't
i,don't,understand
<s>,do,you
do,you,know
you,know,what
see,if,you
if,you,remember
you,remember,all
all,of,them
of,them,<\s>
<s>,tell,me
tell,me,who
me,who,this
<s>,can,you
can,you,say
you,say,it
you,say,it
say,it,<\s>
<s>,can,you
can,you,say
you,say,<\s>
<s>,can,you
can,you,say
you,say,<\s>
<s>,he,wanted
he,wanted,to
too,because,they
because,they,have_to
they,have_to,stay
nomi,when,she
when,she,can't
she,can't,go
go,outside,she
outside,she,cries
she,cries,<\s>
remember,how,you
how,you,cry
you,cry,when
cry,when,you
when,you,can't
you,can't,go
<s>,can,you
can,you,say
you,say,<\s>
<s>,can,you
can,you,say
you,say,<\s>
<s>,can,you
can,you,say
you,say,<\s>
<s>,can,you
can,you,say
you,say,<\s>
<s>,tell,you
tell,you,what
you,what,honey
what,do,you
do,you,want
you,want,to
<s>,we,could
we,could,do
to,make,it
make,it,<\s>
<s>,you,have_to
you,have_to,come
to,do,it
do,it,<\s>
<s>,there,it
there,it,is
it,is,<\s>
what,are,you
are,you,getting
you,getting,honey
what,are,you
are,you,getting
you,getting,<\s>
<s>,are,you
are,you,going
you,going,to
<s>,he,makes
he,makes,a
shadow,doesn't,he
doesn't,he,<\s>
where,are,you
are,you,<\s>
shadow,with,it
with,it,<\s>
<s>,hold,it
hold,it,up
it,up,<\s>
<s>,we,make
we,make,our
you'll,stick,it
stick,it,in
it,in,your
<s>,do,you
do,you,want
you,want,to
something,for,you
for,you,to
you,to,comb
<s>,no,we
no,we,don't
we,don't,comb
<s>,can,you
can,you,say
you,say,<\s>
<s>,you,feel
you,feel,better
<s>,yes,it
yes,it,feels
it,feels,good
<s>,you,should
you,should,wash
<s>,now,you
now,you,have
you,have,shadows
<s>,are,you
are,you,brushing
you,brushing,your
how,should,we
should,we,plan
we,plan,our
then,when,we
when,we,get
we,get,up
and,wash,her
wash,her,hair
her,hair,<\s>
thinking,about,it
about,it,honey
it,honey,<\s>
not,doing,it
doing,it,<\s>
<s>,you,think
you,think,up
all,that,we
that,we,could
we,could,eat
is,where,you
where,you,like
you,like,to
be,isn't,it
isn't,it,<\s>
<s>,you,have_to
you,have_to,get
<s>,we,will
we,will,go
little,later,we
later,we,will
we,will,go
<s>,you,did
you,did,it
you,did,it
did,it,<\s>
<s>,you,can
you,can,do
can,do,it
do,it,honey
it,honey,<\s>
<s>,you,just
you,just,have_to
<s>,get,it
get,it,in
it,in,the
and,then,you
then,you,can
you,can,do
can,do,it
do,it,<\s>
<s>,get,it
get,it,in
it,in,the
<s>,you,don't
you,don't,want
to,break,it
break,it,<\s>
<s>,there,it
there,it,goes
it,goes,<\s>
you've,got,it
got,it,closed
it,closed,now
where,is,it
is,it,<\s>
nomi,did,you
did,you,see
you,see,how
<s>,do,you
do,you,remember
you,remember,what
<s>,can,you
can,you,see
you,see,a
<s>,it,is
it,is,getting
is,making,it
making,it,warm
it,warm,making
warm,making,it
making,it,bright
it,bright,<\s>
you'll,see,him
see,him,tomorrow
him,tomorrow,morning
<s>,would,you
would,you,please
you,please,don't
to,clean,you
clean,you,off
you,off,<\s>
<s>,i,don't
i,don't,think
don't,think,you
think,you,see
you,see,the
where,do,you
do,you,think
you,think,you
think,you,see
you,see,the
<s>,show,me
show,me,<\s>
<s>,do,you
do,you,see
you,see,a
<s>,you,what
you,what,nomi
<s>,you,see
you,see,the
<s>,we,don't
we,don't,have
what,cha,you
cha,you,doing
you,doing,pumpkin
<s>,it,looks
it,looks,like
alright,because,it
because,it,looks
it,looks,very
<s>,he,has
he,has,a
<s>,are,you
are,you,asking
you,asking,sandy
why,are,you
are,you,saying
you,saying,chicken
<s>,you,don't
you,don't,have
<s>,i,don't
i,don't,know
know,why,you
why,you,think
you,think,that's
<s>,it,doesn't
it,doesn't,look
<s>,you,do
you,do,have
we'll,call,it
call,it,a
it,a,chicken
<s>,oh,you
oh,you,really
you,really,like
chickens,don't,you
don't,you,<\s>
what,do,you
do,you,need
you,need,honey
don't,throw,them
throw,them,on
them,on,the
<s>,put,them
put,them,right
them,right,in
to,do,it
do,it,<\s>
<s>,we,don't
we,don't,want
don't,want,them
want,them,all
them,all,over
good,honey,you
honey,you,found
you,found,goldie
no,that's,her
that's,her,hair
her,hair,<\s>
<s>,that's,her
that's,her,hair
her,hair,<\s>
<s>,she,has
she,has,yellow
<s>,when,you
when,you,have
you,have,long
hair,then,you
then,you,wear
you,wear,pigtails
nomi,can,you
can,you,say
you,say,<\s>
don't,drop,it
drop,it,put
it,put,it
put,it,down
it,down,on
sweetie,could,you
could,you,put
you,put,a
<s>,do,you
do,you,know
you,know,what
<s>,we,could
we,could,put
<s>,now,we
now,we,have
we,have,a
cup,for,you
for,you,a
you,a,cup
cup,for,me
for,me,a
me,a,cup
who,shall,we
shall,we,have
we,have,at
<s>,shall,we
shall,we,have
we,have,baby
<s>,he,must
he,must,be
<s>,give,him
give,him,some
him,some,coffee
and,wake,him
wake,him,up
him,up,<\s>
<s>,could,you
could,you,feed
you,feed,sandy
<s>,could,you
could,you,feed
you,feed,sandy
<s>,can,you
can,you,feed
you,feed,georgie
now,would,you
would,you,like
you,like,to
<s>,i,think
i,think,georgie
<s>,did,you
did,you,give
you,give,one
<s>,did,you
did,you,feed
you,feed,one
<s>,well,you
well,you,find
you,find,more
<s>,is,it
is,it,broken
it,broken,honey
<s>,let,me
let,me,see
me,see,<\s>
<s>,want,me
want,me,to
me,to,fix
<s>,we,just
we,just,pretend
mouse,likes,it
likes,it,too
it,too,<\s>
<s>,take,it
take,it,out_of
it,out_of,your
out,take,it
take,it,out
it,out,<\s>
well,that,you
that,you,have_to
you,have_to,put
other,toys,you
toys,you,don't
you,don't,need
<s>,i,don't
i,don't,know
<s>,do,we
do,we,have
we,have,enough
<s>,we,have
we,have,enough
don't,put,it
put,it,in
it,in,your
honey,and,i
and,i,don't
i,don't,want
<s>,you,did
you,did,it
you,did,it
did,it,<\s>
party,wasn't,it
wasn't,it,honey
it,honey,<\s>
<s>,i,drop
i,drop,it
i,drop,it
drop,it,what
it,what,<\s>
<s>,do,you
do,you,want
you,want,some
<s>,let,me
let,me,get
me,get,you
me,get,you
get,you,some
you,some,other
<s>,do,you
do,you,want
you,want,your
<s>,it,takes
it,takes,a
<s>,we,have_to
we,have_to,put
have_to,put,it
put,it,in
it,in,the
you'll,have,it
have,it,<\s>
you'll,have,it
have,it,real
it,real,soon
<s>,you,have_to
you,have_to,wait
have_to,wait,it
wait,it,pops
it,pops,up
nomi,do,you
do,you,want
you,want,some
<s>,are,you
are,you,hungry
you,hungry,<\s>
<s>,you,want
you,want,juice
yeah,leave,it
leave,it,alone
it,alone,nomi
<s>,you,have
you,have,a
<s>,can,you
can,you,say
you,say,<\s>
nomi,do,you
do,you,have
you,have,a
<s>,are,you
are,you,listening
you,listening,<\s>
<s>,he,didn't
he,didn't,go
why,don't,you
don't,you,play
you,play,with
<s>,would,you
would,you,like
you,like,to
<s>,here,it
here,it,is
it,is,honey
<s>,make,it
make,it,go
it,go,for
<s>,do,you
do,you,want
you,want,to
one,for,you
for,you,<\s>
what,are,you
are,you,drawing
you,drawing,<\s>
what,are,you
are,you,drawing
you,drawing,<\s>
<s>,are,you
are,you,drawing
you,drawing,a
fingers,aren't,you
aren't,you,<\s>
what,are,you
are,you,doing
you,doing,honey
<s>,are,you
are,you,washing
you,washing,your
<s>,i,wan
i,wan,see
<s>,don't,you
don't,you,remember
you,remember,nomi
<s>,you,can't
you,can't,see
can't,see,him
see,him,from
him,from,the
<s>,he,went
he,went,in
<s>,you,watch
you,watch,mommy
<s>,you,watch
you,watch,mommy
what,do,you
do,you,want
you,want,nomi
<s>,you,take
you,take,that
to,move,it
move,it,as_soon_as
it,as_soon_as,she
it,as_soon_as,she
as_soon_as,she,has
she,has,this
<s>,put,it
put,it,back
it,back,at
crumbs,on,it
on,it,anymore
it,anymore,<\s>
<s>,you,stay
you,stay,right
<s>,did,you
did,you,go
you,go,on
<s>,you,went
you,went,on
else,did,you
did,you,do
you,do,<\s>
else,did,you
did,you,do
you,do,<\s>
<s>,you,went
you,went,on
swing,didn't,you
didn't,you,<\s>
<s>,did,you
did,you,go
you,go,on
<s>,did,you
did,you,like
you,like,it
you,like,it
like,it,<\s>
<s>,do,you
do,you,like
you,like,being
else,did,we
did,we,do
we,do,outside
what,did,we
did,we,do
we,do,outside
<s>,did,we
did,we,ride
we,ride,the
<s>,we,rode
we,rode,the
<s>,you,want
you,want,a
i'm,getting,it
getting,it,<\s>
i'm,fixing,it
fixing,it,for
it,for,you
it,for,you
for,you,<\s>
got_to,peel,it
peel,it,<\s>
<s>,do,you
do,you,want
you,want,peanut
<s>,would,you
would,you,like
you,like,your
nomi,do,you
do,you,eat
you,eat,jelly
or,do,you
do,you,like
you,like,peanut
<s>,you,can
you,can,have
<s>,i,better
i,better,give
<s>,do,you
do,you,like
you,like,it
you,like,it
like,it,honey
it,honey,<\s>
<s>,it,makes
it,makes,you
it,makes,you
makes,you,thirsty
you,thirsty,to
outside,doesn't,it
doesn't,it,<\s>
<s>,i,don't
i,don't,know
i'm,sorry,i
sorry,i,don't
i,don't,understand
<s>,so,you
so,you,want
you,want,more
<s>,i,don't
i,don't,know
<s>,you,can't
you,can't,be
<s>,do,you
do,you,want
you,want,to
<s>,do,you
do,you,want
you,want,to
<s>,you,dropped
you,dropped,the
<s>,it,fell
it,fell,by
head,didn't,it
didn't,it,<\s>
what,are,you
are,you,doing
you,doing,<\s>
what,do,you
do,you,see
you,see,<\s>
<s>,you,ate
you,ate,an
and,spit,it
spit,it,out
it,out,<\s>
<s>,do,you
do,you,want
you,want,to
what,do,you
do,you,hear
you,hear,nomi
now,do,you
do,you,have_to
you,have_to,go
what,do,you
do,you,need
you,need,<\s>
<s>,yeah,it
yeah,it,looks
it,looks,like
<s>,i,believe
i,believe,you're
nomi,do,you
do,you,want
you,want,cheerios
<s>,you,want
you,want,the
birdie,are,you
are,you,looking
you,looking,for
<s>,would,you
would,you,like
you,like,to
<s>,did,you
did,you,have
you,have,a
<s>,it,does
it,does,look
what,are,you
are,you,doing
you,doing,<\s>
what,are,you
are,you,doing
you,doing,<\s>
<s>,you,could
you,could,play
<s>,do,you
do,you,know
you,know,what
<s>,can,you
can,you,say
you,say,<\s>
<s>,yes,she
yes,she,has
she,has,a
<s>,she,has
she,has,her
she,has,her
has,her,foot
her,foot,on
what,can't,you
can't,you,open
you,open,<\s>
<s>,are,you
are,you,trying
you,trying,to
<s>,you,can't
you,can't,take
can't,take,it
take,it,off
it,off,<\s>
<s>,you,can't
you,can't,pick
can't,pick,it
pick,it,up
it,up,<\s>
<s>,you,just
you,just,woke
<s>,did,you
did,you,have
you,have,a
why,are,you
are,you,tired
you,tired,<\s>
don't,bang,them
bang,them,together
them,together,sweetie
<s>,i,had
i,had,a
<s>,take,it
take,it,out_of
it,out_of,your
<s>,it,makes
it,makes,it
makes,it,go
it,go,again
nomi,when,you
when,you,pull
you,pull,it
you,pull,it
pull,it,back
it,back,up
<s>,it,makes
it,makes,it
makes,it,go
it,go,<\s>
nomi,would,you
would,you,like
you,like,some
<s>,do,you
do,you,want
you,want,an
to,put,you
put,you,to
you,to,bed
what,are,you
are,you,doing
you,doing,<\s>
<s>,do,you
do,you,want
you,want,to
<s>,do,you
do,you,want
you,want,some
what,on,it
on,it,<\s>
understandable,what,you
what,you,are
you,are,saying
<s>,pick,them
pick,them,out
them,out,with
<s>,pick,them
pick,them,out
them,out,with
yes,now,it
now,it,has
it,has,cheerios
cheerios,in,it
in,it,<\s>
why,don't,you
don't,you,eat
you,eat,some
cheerios,in,you
in,you,nomi
you,nomi,<\s>
sticky,hasn't,it
hasn't,it,nomi
it,nomi,<\s>
<s>,show,me
show,me,<\s>
where,is,it
is,it,<\s>
what,do,you
do,you,think
you,think,it
you,think,it
think,it,is
it,is,honey
what,do,you
do,you,think
you,think,it
you,think,it
think,it,is
it,is,<\s>
what,are,you
are,you,doing
you,doing,<\s>
<s>,is,it
is,it,an
it,an,interesting
<s>,is,it
is,it,a
it,a,good
<s>,is,it
is,it,a
it,a,good
what,can't,you
can't,you,do
you,do,honey
