0,1,2
there,you,write
you,write,a
<s>,you,write
you,write,with
write,with,it
with,it,<\s>
<s>,he,wanted
he,wanted,to
to,see,you
see,you,<\s>
<s>,he,did
he,did,<\s>
what,are,you
are,you,doing
you,doing,in
<s>,you,sit
you,sit,in
<s>,you,read
you,read,the
<s>,yes,you
yes,you,read
you,read,about
read,to,you
to,you,later
you,later,<\s>
<s>,where're,you
where're,you,going
you,going,<\s>
<s>,you,want
you,want,some
what,is,it
is,it,<\s>
<s>,what'll,you
what'll,you,do
you,do,with
do,with,it
with,it,<\s>
<s>,i,don't
i,don't,have
don't,have,it
have,it,<\s>
go,find,it
find,it,<\s>
what,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,do
why,don't,you
don't,you,put
you,put,racketyboom
stepping,on,it
on,it,<\s>
<s>,you,going
you,going,to
what,are,you
are,you,doing
you,doing,<\s>
that,what,you
what,you,want
you,want,<\s>
what,are,you
are,you,doing
you,doing,<\s>
<s>,no,you
no,you,read
you,read,sambo
what,did,you
did,you,do
you,do,<\s>
<s>,yes,you
yes,you,hit
you,hit,your
what,do,you
do,you,want
you,want,<\s>
<s>,you,go
you,go,xxx
<s>,you,go
you,go,write
<s>,do,we
do,we,have_to
we,have_to,change
why,don't,you
don't,you,go
you,go,and
<s>,you,can't
you,can't,lay
<s>,you,can't
you,can't,lay
<s>,you,go
you,go,write
<s>,you,read
you,read,<\s>
<s>,can,you
can,you,get
you,get,your
<s>,give,me
give,me,the
me,the,cheese
<s>,you,move
you,move,your
<s>,d,you
d,you,like
you,like,it
you,like,it
like,it,<\s>
<s>,you,have
you,have,soup
that,what,you
what,you,want
you,want,<\s>
<s>,are,you
are,you,all
you,all,done
<s>,would,you
would,you,like
you,like,a
<s>,you,don't
you,don't,want
what,d,you
d,you,want
you,want,<\s>
<s>,you,don
you,don,want
<s>,you,may
you,may,get
<s>,does,she
does,she,like
she,like,it
she,like,it
like,it,<\s>
what,are,you
are,you,doing
you,doing,<\s>
what,is,it
is,it,<\s>
what,do,you
do,you,want
you,want,<\s>
<s>,do,you
do,you,want
you,want,this
<s>,do,you
do,you,want
you,want,dolly's
we'll,find,it
find,it,<\s>
is,on,her
on,her,foot
her,foot,<\s>
dolly,has,her
has,her,other
her,other,shoe
<s>,you,put
you,put,that
<s>,did,you
did,you,put
you,put,dolly's
<s>,you,are
you,are,good
<s>,well,we
well,we,can't
we,can't,find
can't,find,it
find,it,there
it,there,isn't
<s>,yes,it
yes,it,belongs
it,belongs,to
<s>,you,go
you,go,and
<s>,that's,it
that's,it,<\s>
<s>,you,bring
you,bring,it
you,bring,it
bring,it,to
it,to,the
see,if,we
if,we,can
we,can,find
<s>,there,it
there,it,is
it,is,<\s>
<s>,does,it
does,it,taste
it,taste,good
to,taste,it
taste,it,<\s>
to,taste,it
taste,it,<\s>
you've,had,it
had,it,in
it,in,your
man,taste,it
taste,it,<\s>
record,would,you
would,you,please
you,please,<\s>
<s>,yes,you
yes,you,have
you,have,the
<s>,yes,you
yes,you,called
you,called,granma
mommy,put,them
put,them,in
them,in,the
<s>,could,you
could,you,get
you,get,the
<s>,you,get
you,get,the
we'll,put,them
put,them,in
them,in,the
<s>,you,look
you,look,in
<s>,would,you
would,you,bring
you,bring,them
you,bring,them
bring,them,here
them,here,please
oh,do,you
do,you,want
you,want,a
<s>,let,me
let,me,see
me,see,if
see,if,i
if,i,can
i,can,find
can,find,you
find,you,a
you,a,pencil
what,are,you
are,you,writing
you,writing,<\s>
<s>,oh,you
oh,you,want
you,want,a
what,did,you
did,you,do
you,do,<\s>
<s>,did,you
did,you,hit
you,hit,your
<s>,you,fall
you,fall,<\s>
what,do,you
do,you,want
you,want,<\s>
<s>,oh,you
oh,you,want
you,want,it
you,want,it
want,it,in
it,in,a
<s>,you,having
you,having,juice
<s>,you,want
you,want,more
<s>,you,have
you,have,a
<s>,you,stay
you,stay,here
<s>,yes,it
yes,it,was
it,was,a
what,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,do
<s>,no,you
no,you,read
you,read,the
<s>,you,don't
you,don't,need
there,let,me
let,me,see
me,see,<\s>
<s>,are,you
are,you,going
you,going,to
a,pencil,i
pencil,i,know
i,know,<\s>
<s>,no,you
no,you,can't
you,can't,have
<s>,you,want
you,want,me
you,want,me
want,me,to
me,to,have
to,have,it
have,it,<\s>
<s>,no,you
no,you,may
you,may,not
i'll,turn,it
turn,it,<\s>
<s>,bring,it
bring,it,here
it,here,<\s>
yes,bring,it
bring,it,<\s>
where,are,you
are,you,going
you,going,<\s>
why,don't,you
don't,you,stay
you,stay,here
no,there,she
there,she,is
she,is,<\s>
<s>,pardon,me
pardon,me,<\s>
<s>,i,thought
i,thought,she
i,thought,she
thought,she,was
she,was,upstairs
<s>,where,you
where,you,going
you,going,<\s>
why,don't,you
don't,you,stay
you,stay,here
<s>,you,can
you,can,see
<s>,where,you
where,you,going
you,going,<\s>
<s>,you,want
you,want,me
you,want,me
want,me,to
me,to,sit
what,are,we
are,we,going
we,going,to
<s>,you,want
you,want,mommy
<s>,you,want
you,want,a
what,did,you
did,you,say
you,say,<\s>
<s>,it,goes
it,goes,in
what,is,it
is,it,<\s>
what,d,you
d,you,want
you,want,me
you,want,me
want,me,to
me,to,do
what,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,do
<s>,he,fell
he,fell,off
<s>,i,can't
i,can't,see
<s>,bring,it
bring,it,here
it,here,<\s>
<s>,they,are
they,are,<\s>
<s>,you,gonna
you,gonna,play
<s>,you,gonna
you,gonna,play
music,for,us
for,us,<\s>
<s>,you,gonna
you,gonna,dance
<s>,you,don't
you,don't,dance
<s>,you,have_to
you,have_to,stand
<s>,did,you
did,you,hear
you,hear,the
<s>,do,you
do,you,<\s>
<s>,there,she
there,she,is
she,is,<\s>
why,do,you
do,you,want
you,want,the
where,are,you
are,you,going
you,going,<\s>
where,are,you
are,you,going
you,going,<\s>
where,are,you
are,you,going
you,going,<\s>
what,are,you
are,you,doing
you,doing,<\s>
<s>,are,you
are,you,going
you,going,to
<s>,you,want
you,want,me
you,want,me
want,me,to
me,to,sit
step,with,you
with,you,<\s>
what,are,you
are,you,doing
you,doing,out
why,don't,you
don't,you,come
you,come,in
<s>,you,want
you,want,me
you,want,me
want,me,to
me,to,get
to,get,her
get,her,<\s>
go,get,her
get,her,<\s>
<s>,oh,i
oh,i,see
i,see,it
i,see,it
see,it,<\s>
<s>,i,know
i,know,it's
<s>,do,you
do,you,want
you,want,your
<s>,because,i
because,i,just
i,just,put
just,put,them
put,them,on
them,on,<\s>
<s>,you,come
you,come,out_of
<s>,no,you
no,you,may
you,may,not
not,have,it
have,it,<\s>
rest,of,it
of,it,<\s>
<s>,find,it
find,it,<\s>
<s>,well,you
well,you,find
you,find,it
you,find,it
find,it,<\s>
<s>,i,don't
i,don't,know
know,where,you
where,you,put
you,put,it
you,put,it
put,it,<\s>
<s>,you,find
you,find,it
you,find,it
find,it,<\s>
<s>,you,find
you,find,it
you,find,it
find,it,<\s>
<s>,did,you
did,you,find
you,find,it
you,find,it
find,it,<\s>
<s>,bring,it
bring,it,here
it,here,and
i'll,fix,it
fix,it,for
it,for,you
it,for,you
for,you,<\s>
<s>,bring,it
bring,it,here
it,here,<\s>
<s>,yes,you
yes,you,get
you,get,it
you,get,it
get,it,<\s>
<s>,no,we
no,we,can't
we,can't,go
no,later,i
later,i,think
i,think,kathy's
<s>,want,me
want,me,to
me,to,fix
to,fix,it
fix,it,<\s>
<s>,bring,it
bring,it,here
it,here,<\s>
<s>,bring,it
bring,it,here
it,here,<\s>
<s>,because,i
because,i,want
i,want,it
i,want,it
want,it,shut
it,shut,<\s>
i'll,fix,it
fix,it,once
it,once,more
<s>,you,have_to
you,have_to,fix
have_to,fix,it
fix,it,<\s>
can't,fix,it
fix,it,<\s>
<s>,you,fix
you,fix,it
you,fix,it
fix,it,<\s>
what,do,you
do,you,want
you,want,<\s>
what,do,you
do,you,want
you,want,<\s>
<s>,you,want
you,want,your
<s>,you,want
you,want,to
that,what,you
what,you,want
you,want,<\s>
<s>,would,you
would,you,like
you,like,a
<s>,oh,i
oh,i,forgot
i,forgot,your
<s>,and,he
and,he,had
he,had,his
<s>,no,you
no,you,may
you,may,not
not,have,it
have,it,no
it,no,<\s>
papa,had,it
had,it,<\s>
<s>,would,you
would,you,like
you,like,another
<s>,you,have
you,have,a
<s>,because,you
because,you,like
you,like,to
<s>,you,like
you,like,to
<s>,would,you
would,you,like
you,like,more
<s>,but,you
but,you,don't
you,don't,like
<s>,well,you
well,you,don't
you,don't,like
don't,like,it
like,it,<\s>
<s>,you,could
you,could,have
some,if,you
if,you,liked
you,liked,it
you,liked,it
liked,it,<\s>
gonna,have,it
have,it,<\s>
to,cook,it
cook,it,<\s>
<s>,you,wouldn't
you,wouldn't,eat
wiener,if,i
if,i,fixed
i,fixed,it
i,fixed,it
fixed,it,for
it,for,you
it,for,you
for,you,<\s>
<s>,i,don't
i,don't,know
know,what,you
what,you,said
you,said,<\s>
<s>,oh,you
oh,you,dropped
you,dropped,the
<s>,you,don't
you,don't,want
<s>,let,me
let,me,see
me,see,<\s>
<s>,you,have
you,have,tapioca
<s>,yes,you
yes,you,may
you,may,have
<s>,i,don't
i,don't,know
<s>,you,mean
you,mean,<\s>
<s>,would,you
would,you,like
you,like,your
<s>,you,have
you,have,pencils
what,are,you
are,you,going
you,going,to
<s>,you,stay
you,stay,out_of
i'll,turn,it
turn,it,in
it,in,just
<s>,you,may
you,may,have
may,have,it
have,it,<\s>
<s>,but,i
but,i,thought
i,thought,you
i,thought,you
thought,you,wanted
you,wanted,me
you,wanted,me
wanted,me,to
me,to,turn
to,turn,it
turn,it,<\s>
<s>,do,you
do,you,want
you,want,me
you,want,me
want,me,to
me,to,turn
to,turn,it
turn,it,<\s>
<s>,you,know
you,know,how
count,don't,you
don't,you,<\s>
be,careful,you
careful,you,don't
you,don't,spill
don't,spill,it
spill,it,<\s>
why,don't,you
don't,you,leave
you,leave,those
<s>,they,break
they,break,<\s>
<s>,cmon,you
cmon,you,play
you,play,with
<s>,well,it
well,it,doesn't
it,doesn't,come
what,do,you
do,you,think
you,think,of
<s>,did,you
did,you,read
you,read,<\s>
already,had,it
had,it,<\s>
<s>,would,you
would,you,like
you,like,a
<s>,here,you
here,you,shut
you,shut,the
<s>,you,want
you,want,me
you,want,me
want,me,to
me,to,open
to,open,it
open,it,<\s>
<s>,what's,it
what's,it,doing
it,doing,under
mommy'll,get,it
get,it,<\s>
eve,would,you
would,you,bring
you,bring,me
you,bring,me
bring,me,your
me,your,cup
<s>,would,you
would,you,bring
you,bring,mama
<s>,racketyboom,you
racketyboom,you,gonna
you,gonna,read
what,are,you
are,you,doing
you,doing,<\s>
<s>,would,you
would,you,please
you,please,carry
<s>,would,you
would,you,put
you,put,the
<s>,after,you
after,you,read
you,read,alright
to,have,them
have,them,in
them,in,the
<s>,you,put
you,put,them
you,put,them
put,them,in
them,in,<\s>
<s>,they,go
they,go,down
<s>,you,had
you,had,it
you,had,it
had,it,on
it,on,your
<s>,you,read
you,read,<\s>
<s>,no,you
no,you,don't
you,don't,drink
<s>,would,you
would,you,lay
you,lay,down
<s>,you,only
you,only,swim
<s>,you,look
you,look,at
<s>,you,want
you,want,go
<s>,eve,you
eve,you,have_to
you,have_to,put
<s>,i,will
i,will,read
<s>,me,<\s>
<s>,now,you
now,you,sit
you,sit,there
read,to,you
to,you,<\s>
<s>,you,hold
you,hold,very
still,while,i
while,i,put
i,put,your
<s>,shall,we
shall,we,read
we,read,racketyboom
<s>,you,turn
you,turn,the
<s>,you,turn
you,turn,the
<s>,you,read
you,read,the
i'll,read,you
read,you,the
you,the,whole
<s>,is,he
is,he,coming
he,coming,home
<s>,is,he
is,he,coming
he,coming,home
<s>,shall,we
shall,we,leave
we,leave,your
<s>,you,sit
you,sit,on
<s>,you,go
you,go,sit
<s>,let,me
let,me,put
me,put,the
<s>,you,move
you,move,your
<s>,would,you
would,you,like
you,like,to
<s>,you,want
you,want,your
chair,is,he
is,he,<\s>
<s>,you,drinking
you,drinking,your
<s>,you,drink
you,drink,the
<s>,you,want
you,want,more
<s>,what's,she
what's,she,eating
she,eating,<\s>
what,do,you
do,you,want
you,want,to
all,over,you
over,you,<\s>
<s>,are,you
are,you,going
you,going,to
<s>,are,you
are,you,finished
you,finished,<\s>
<s>,would,you
would,you,sit
you,sit,down
down,because,you
because,you,don't
you,don't,stand
up,while,you
while,you,eat
you,eat,<\s>
<s>,are,you
are,you,all
you,all,done
all,done,you
done,you,may
you,may,stand
<s>,she,is
she,is,<\s>
<s>,would,you
would,you,like
you,like,to
<s>,let,me
let,me,wipe
me,wipe,your
<s>,there,we
there,we,go
we,go,<\s>
<s>,you,bumped
you,bumped,your
gonna,cook,it
cook,it,<\s>
gonna,cook,it
cook,it,<\s>
<s>,what're,you
what're,you,doing
you,doing,eve
<s>,what're,you
what're,you,doing
you,doing,on
see,if,we
if,we,got
we,got,letters
<s>,you,take
you,take,it
you,take,it
take,it,out
it,out,an
i'll,read,it
read,it,to
it,to,you
it,to,you
to,you,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,there,it
there,it,is
it,is,<\s>
nanny,wrote,you
wrote,you,the
you,the,letter
<s>,did,i
did,i,forget
i,forget,your
have_to,get,it
get,it,<\s>
to,cook,it
cook,it,<\s>
why,don't,you
don't,you,sit
you,sit,on
<s>,i,get
i,get,it
i,get,it
get,it,<\s>
<s>,d,you
d,you,want
you,want,sit
<s>,you,want
you,want,watch
<s>,you,want
you,want,machine
<s>,you,can
you,can,watch
what,are,we
are,we,going
we,going,to
why,don't,you
don't,you,go
you,go,in
<s>,you,go
you,go,make
play,with,her
with,her,tinker
her,tinker,<\s>
what,are,you
are,you,doing
you,doing,<\s>
<s>,no,you
no,you,don't
you,don't,bang
<s>,you,don't
you,don't,bang
what,shall,i
shall,i,do
i,do,with
do,with,it
with,it,<\s>
what,shall,i
shall,i,do
i,do,with
do,with,it
with,it,<\s>
what,shall,i
shall,i,do
i,do,with
do,with,it
with,it,<\s>
<s>,oh,you
oh,you,want
you,want,me
you,want,me
want,me,to
me,to,turn
<s>,i,don't
i,don't,think
don't,think,you
think,you,need
you,need,any
<s>,let,me
let,me,see
me,see,<\s>
<s>,is,it
is,it,clean
it,clean,<\s>
<s>,do,you
do,you,know
you,know,what
why,don't,you
don't,you,put
you,put,your
<s>,that's,it
that's,it,<\s>
what,are,you
are,you,doing
you,doing,with
<s>,it,was
it,was,papa
<s>,it,wasn't
it,wasn't,peter
<s>,it,was
it,was,papa
<s>,she,means
she,means,boy
<s>,did,you
did,you,see
you,see,the
<s>,you,had
you,had,two
oh,excuse,me
excuse,me,<\s>
<s>,would,you
would,you,shut
you,shut,the
<s>,you,go
you,go,in
<s>,you,want
you,want,watch
<s>,you,see
you,see,that's
don't,touch,it
touch,it,<\s>
<s>,yes,you
yes,you,may
you,may,have
may,have,it
have,it,<\s>
<s>,did,you
did,you,touch
you,touch,it
you,touch,it
touch,it,<\s>
<s>,if,you
if,you,touch
you,touch,it
you,touch,it
touch,it,you're
it,you're,going
<s>,i,should
i,should,think
<s>,you,want
you,want,a
<s>,change,her
change,her,<\s>
<s>,shall,i
shall,i,change
i,change,your
<s>,you,lay
you,lay,right
<s>,you,stay
you,stay,right
<s>,i,have_to
i,have_to,go
<s>,you,stay
you,stay,right
what,are,they
are,they,doing
they,doing,<\s>
<s>,are,you
are,you,ready
you,ready,for
<s>,you,bring
you,bring,the
<s>,oh,you
oh,you,dropped
you,dropped,the
<s>,let,me
let,me,get
me,get,it
me,get,it
get,it,for
it,for,you
it,for,you
for,you,<\s>
have_to,wash,it
wash,it,off
it,off,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,you,can
you,can,get
<s>,you,<\s>
<s>,i,don't
i,don't,know
know,if,you
if,you,can
you,can,get
what,are,you
are,you,doing
you,doing,<\s>
to,do,it
do,it,again
it,again,<\s>
<s>,yes,you
yes,you,watch
you,watch,your
gonna,do,it
do,it,again
it,again,<\s>
why,don't,we
don't,we,have
we,have,lunch
<s>,would,you
would,you,like
you,like,to
<s>,alright,you
alright,you,do
you,do,it
you,do,it
do,it,again
it,again,<\s>
<s>,oh,you
oh,you,want
you,want,lunch
oh,pardon,me
pardon,me,<\s>
<s>,it,didn't
it,didn't,sound
sound,like,it
like,it,<\s>
<s>,pardon,me
pardon,me,yes
me,yes,<\s>
first,take,it
take,it,apart
it,apart,<\s>
<s>,i,think
i,think,it's
not,while,you
while,you,eat
you,eat,<\s>
don't,do,it
do,it,while
it,while,you
it,while,you
while,you,eat
you,eat,<\s>
<s>,you,do
you,do,it
you,do,it
do,it,down
it,down,on
what,are,you
are,you,eating
you,eating,<\s>
<s>,would,you
would,you,turn
you,turn,around
<s>,that's,it
that's,it,<\s>
<s>,yes,she
yes,she,has
she,has,a
<s>,when,you
when,you,get
you,get,to
big,girl,you
girl,you,can
you,can,eat
<s>,when,you
when,you,get
you,get,to
<s>,are,you
are,you,all
you,all,finished
<s>,would,you
would,you,like
you,like,another
<s>,would,you
would,you,<\s>
<s>,there,you
there,you,go
you,go,<\s>
<s>,did,you
did,you,drink
you,drink,your
mommy,had,her
had,her,eggnog
her,eggnog,m
<s>,do,you
do,you,like
you,like,it
you,like,it
like,it,<\s>
<s>,yes,you
yes,you,take
you,take,a
see,if,you
if,you,like
you,like,it
you,like,it
like,it,<\s>
<s>,you,gonna
you,gonna,drink
<s>,i,know
i,know,you
i,know,you
know,you,spilled
you,spilled,it
you,spilled,it
spilled,it,on
it,on,your
<s>,it,belongs
it,belongs,in
<s>,when,you
when,you,get
you,get,to
big,girl,you
girl,you,eat
you,eat,at
<s>,are,you
are,you,all
you,all,finished
<s>,you,don't
you,don't,want
<s>,you,have
you,have,so
to,eat,you
eat,you,have_to
you,have_to,sit
<s>,i,can't
i,can't,understand
can't,understand,you
understand,you,<\s>
<s>,chew,it
chew,it,up
it,up,<\s>
what,did,you
did,you,say
you,say,<\s>
<s>,i,suppose
i,suppose,the
<s>,i,suppose
i,suppose,the
<s>,are,you
are,you,all
you,all,finished
wait,until,i
until,i,wipe
i,wipe,your
<s>,let,me
let,me,see
me,see,<\s>
<s>,did,i
did,i,get
i,get,it
i,get,it
get,it,all
it,all,<\s>
<s>,yeah,i
yeah,i,spilled
i,spilled,the
<s>,yeah,i
yeah,i,did
i,did,spill
<s>,would,you
would,you,like
you,like,to
to,wipe,it
wipe,it,up
it,up,for
up,for,me
for,me,please
me,please,<\s>
<s>,you,wipe
you,wipe,it
you,wipe,it
wipe,it,off
it,off,the
<s>,get,it
get,it,all
it,all,<\s>
<s>,you,read
you,read,<\s>
what,are,you
are,you,going
you,going,to
what,do,you
do,you,say
you,say,now
move,so,i
so,i,can
i,can,come
<s>,would,you
would,you,like
you,like,the
<s>,here,you
here,you,are
you,are,<\s>
why,don't,you
don't,you,drink
you,drink,it
you,drink,it
drink,it,out_of
it,out_of,the
<s>,you,eat
you,eat,with
you're,getting,it
getting,it,all
it,all,over
all,over,you
over,you,<\s>
you're,spilling,it
spilling,it,on
it,on,your
<s>,you,drink
you,drink,it
you,drink,it
drink,it,out_of
it,out_of,the
eve,drinks,her
drinks,her,grape
her,grape,juice
<s>,no,you
no,you,don't
you,don't,drink
<s>,you,drink
you,drink,it
you,drink,it
drink,it,out_of
it,out_of,the
is,how,i
how,i,drink
i,drink,my
<s>,you,watch
you,watch,<\s>
<s>,then,i
then,i,stir
i,stir,it
i,stir,it
stir,it,<\s>
<s>,oh,you
oh,you,see
you,see,<\s>
<s>,are,you
are,you,going
you,going,away
<s>,you,stand
you,stand,on
<s>,i,can't
i,can't,do
can't,do,it
do,it,as
it,as,well
<s>,he,has
he,has,bigger
<s>,you,fell
you,fell,<\s>
<s>,did,you
did,you,hurt
you,hurt,yourself
<s>,you,hurt
you,hurt,yourself
what,did,you
did,you,hurt
you,hurt,<\s>
what,did,you
did,you,hurt
you,hurt,<\s>
<s>,you,hurt
you,hurt,your
<s>,there,you
there,you,are
you,are,<\s>
<s>,would,you
would,you,like
you,like,to
<s>,you,take
you,take,these
why,don't,you
don't,you,count
you,count,from
why,don't,you
don't,you,start
you,start,from
<s>,count,them
count,them,<\s>
<s>,you,only
you,only,have
that's,all,i
all,i,have
i,have,<\s>
<s>,i,don't
i,don't,have
<s>,i,used
i,used,them
i,used,them
used,them,<\s>
<s>,you,have
you,have,them
you,have,them
have,them,all
them,all,<\s>
<s>,you,have
you,have,them
you,have,them
have,them,all
them,all,<\s>
what,are,you
are,you,going
you,going,to
<s>,are,you
are,you,all
you,all,finished
<s>,are,you
are,you,all
you,all,done
<s>,did,you
did,you,eat
you,eat,the
what,is,it
is,it,<\s>
you'll,break,them
break,them,<\s>
<s>,there,we
there,we,are
we,are,<\s>
to,get,him
get,him,out
him,out,<\s>
wrong,with,him
with,him,<\s>
<s>,you,go
you,go,and
<s>,you,go
you,go,in
<s>,you,go
you,go,in
<s>,i,have
i,have,things
<s>,yes,you
yes,you,sit
you,sit,and
<s>,you,read
you,read,to
<s>,you,read
you,read,to
<s>,are,you
are,you,standing
you,standing,on
<s>,d,you
d,you,want
you,want,a
what,are,you
are,you,doing
you,doing,<\s>
picture,isn't,it
isn't,it,<\s>
<s>,you,say
you,say,eve's
<s>,would,you
would,you,bring
you,bring,me
you,bring,me
bring,me,the
me,the,cup
you'll,get,it
get,it,<\s>
else,are,you
are,you,gonna
you,gonna,bring
<s>,you,bring
you,bring,me
you,bring,me
bring,me,the
me,the,napkin
<s>,you,want
you,want,what
<s>,you,want
you,want,a
what,are,you
are,you,going
you,going,to
do,with,it
with,it,<\s>
<s>,you,want
you,want,a
what,are,you
are,you,gonna
you,gonna,do
do,with,them
with,them,<\s>
where,are,you
are,you,gonna
you,gonna,put
gonna,put,them
put,them,<\s>
<s>,you,put
you,put,them
you,put,them
put,them,back
them,back,on
<s>,you,write
you,write,on
<s>,you,write
you,write,on
<s>,were,you
were,you,reading
you,reading,the
<s>,you,go
you,go,and
<s>,you,read
you,read,humm
<s>,you,go
you,go,read
<s>,you,have_to
you,have_to,read
<s>,would,you
would,you,bring
you,bring,the
<s>,that's,it
that's,it,<\s>
<s>,well,you
well,you,bring
you,bring,me
you,bring,me
bring,me,the
me,the,napkin
<s>,will,you
will,you,bring
you,bring,mommy
<s>,but,you
but,you,can't
you,can't,have
can't,have,it
have,it,that
it,that,way
<s>,you,can
you,can,have
what,are,you
are,you,doing
you,doing,<\s>
<s>,oh,it
oh,it,is
it,is,<\s>
why,don't,you
don't,you,uh
you,uh,bang
<s>,would,you
would,you,get
you,get,your
<s>,yes,i
yes,i,see
i,see,you
i,see,you
see,you,<\s>
got_to,chew,it
chew,it,up
it,up,<\s>
<s>,you,have_to
you,have_to,chew
have_to,chew,it
chew,it,<\s>
<s>,you,don't
you,don't,swallow
don't,swallow,it
swallow,it,whole
it,whole,<\s>
<s>,you,want
you,want,a
<s>,xxx,you
xxx,you,put
you,put,the
<s>,can,you
can,you,get
you,get,the
<s>,you,say
you,say,it
you,say,it
say,it,<\s>
eve,are,you
are,you,throwing
you,throwing,the
<s>,you,don't
you,don't,throw
don't,throw,them
throw,them,please
them,please,<\s>
gonna,get,it
get,it,<\s>
<s>,alright,you
alright,you,get
you,get,it
you,get,it
get,it,but
it,but,don't
don't,throw,them
throw,them,any
them,any,more
<s>,eve,you
eve,you,stop
you,stop,throwing
sit,by,you
by,you,<\s>
<s>,you,go
you,go,in
<s>,you,build
you,build,a
<s>,yes,you
yes,you,make
you,make,a
<s>,you,don't
you,don't,play
play,with,it
with,it,<\s>
what,are,you
are,you,doing
you,doing,<\s>
<s>,oh,i
oh,i,guess
i,guess,you
i,guess,you
guess,you,can
you,can,have
<s>,there,you
there,you,are
you,are,<\s>
<s>,are,you
are,you,alright
you,alright,<\s>
<s>,oh,you
oh,you,want
you,want,to
<s>,you,want
you,want,paper
<s>,d,you
d,you,want
you,want,a
<s>,you,write
you,write,on
<s>,is,it
is,it,all_gone
it,all_gone,<\s>
<s>,no,you
no,you,have
you,have,pudding
<s>,you,go
you,go,write
else,would,you
would,you,like
you,like,for
today,isn't,she
isn't,she,<\s>
<s>,you,just
you,just,look
look,at,it
at,it,<\s>
don't,touch,it
touch,it,<\s>
<s>,you,just
you,just,look
look,at,it
at,it,<\s>
eve,when,we
when,we,sing
we,sing,songs
tinker,that,we
that,we,build
we,build,with
<s>,would,you
would,you,like
you,like,to
<s>,would,you
would,you,put
you,put,them
you,put,them
put,them,back
them,back,on
table,for,me
for,me,please
me,please,<\s>
<s>,have,you
have,you,got
you,got,them
you,got,them
got,them,all
them,all,<\s>
don't,drop,it
drop,it,<\s>
don't,drop,it
drop,it,<\s>
<s>,you,dropped
you,dropped,<\s>
why,don't,we
don't,we,change
we,change,your
<s>,yeah,you
yeah,you,get
you,get,a
eve,will,you
will,you,hold
you,hold,still
<s>,i,can't
i,can't,pin
tinker,do,you
do,you,have
you,have,<\s>
<s>,let,me
let,me,take
me,take,your
why,don't,you
don't,you,write
you,write,on
what,are,you
are,you,doing
you,doing,<\s>
<s>,is,it
is,it,fraser's
it,fraser's,lap
<s>,you,just
you,just,got
